,code,name,industry
818,06078,海吉亚医疗,医疗保健
819,06108,新锐医药,医疗保健
820,06118,奥星生命科技,医疗保健
821,06160,百济神州,医疗保健
822,06185,康希诺生物—Ｂ,医疗保健
823,06618,京东健康,医疗保健
824,06819,中智全球,医疗保健
825,06826,昊海生物科技,医疗保健
826,06833,兴科蓉医药,医疗保健
827,06855,亚盛医药－Ｂ,医疗保健
828,06893,衍生集团,医疗保健
829,06896,金嗓子,医疗保健
830,06978,永泰生物－Ｂ,医疗保健
831,06996,德琪医药－Ｂ,医疗保健
832,06998,嘉和生物－Ｂ,医疗保健
833,08037,中国生物科技服务,医疗保健
834,08049,吉林长龙药业,医疗保健
835,08143,金威医疗,医疗保健
836,08158,中国再生医学,医疗保健
837,08161,医汇集团,医疗保健
838,08176,超人智能,医疗保健
839,08200,修身堂,医疗保健
840,08225,中国医疗集团,医疗保健
841,08247,中生北控生物科技,医疗保健
842,08307,密迪斯肌,医疗保健
843,08329,海王英特龙,医疗保健
844,08357,REPUBLIC,医疗保健
845,08372,君百延集团,医疗保健
846,08405,恒智控股,医疗保健
847,08437,德斯控股,医疗保健
848,08513,官酝控股,医疗保健
849,08603,亮晴控股,医疗保健
850,08622,华康生物医学,医疗保健
851,09688,再鼎医药－ＳＢ,医疗保健
852,09906,宏力医疗管理,医疗保健
853,09926,康方生物－Ｂ,医疗保健
854,09939,开拓药业－Ｂ,医疗保健
855,09966,康宁杰瑞制药－Ｂ,医疗保健
856,09969,诺诚健华－Ｂ,医疗保健
857,09989,海普瑞,医疗保健
858,09995,荣昌生物－Ｂ,医疗保健
859,09996,沛嘉医疗－Ｂ,医疗保健
860,09997,康基医疗,医疗保健
861,00043,卜蜂国际,农业产品
862,00073,亚洲果业,农业产品
863,00288,万洲国际,农业产品
864,00411,南顺（香港）,农业产品
865,00677,金源米业,农业产品
866,00682,超大现代,农业产品
867,00875,中国金控,农业产品
868,00904,中绿,农业产品
869,00969,华联国际,农业产品
870,01068,雨润食品,农业产品
871,01340,惠生国际,农业产品
872,01387,中国地利,农业产品
873,01610,中粮家佳康,农业产品
874,01699,普甜食品,农业产品
875,01854,展程控股,农业产品
876,01936,RITAMIX,农业产品
877,03838,中国淀粉,农业产品
878,03889,大成糖业,农业产品
879,03999,大成食品,农业产品
880,06183,中国绿宝,农业产品
881,08609,永续农业,农业产品
882,09977,凤祥股份,农业产品
883,00084,宝光实业,钟表珠宝
884,00104,冠亚商业集团,钟表珠宝
885,00116,周生生,钟表珠宝
886,00256,冠城钟表珠宝,钟表珠宝
887,00280,景福集团,钟表珠宝
888,00398,东方表行集团,钟表珠宝
889,00417,谢瑞麟,钟表珠宝
890,00442,海福德集团,钟表珠宝
891,00444,SINCEREWATCH,钟表珠宝
892,00513,恒和集团,钟表珠宝
893,00590,六福集团,钟表珠宝
894,00789,雅天妮集团,钟表珠宝
895,00860,力世纪,钟表珠宝
896,00887,英皇钟表珠宝,钟表珠宝
897,00986,中国环保能源,钟表珠宝
898,01327,励时集团,钟表珠宝
899,01466,钱唐控股,钟表珠宝
900,01470,富一国际控股,钟表珠宝
901,01815,金猫银猫,钟表珠宝
902,01856,依波路,钟表珠宝
903,01929,周大福,钟表珠宝
904,02033,时计宝,钟表珠宝
905,02882,香港资源控股,钟表珠宝
906,03326,保发集团,钟表珠宝
907,03389,亨得利,钟表珠宝
908,08026,朗华国际集团,钟表珠宝
909,08219,恒伟集团控股,钟表珠宝
910,08537,创辉珠宝,钟表珠宝
911,00033,安山金控,家庭及个人护理用品
912,00114,兴利集团,家庭及个人护理用品
913,00146,太平地毡,家庭及个人护理用品
914,00157,自然美,家庭及个人护理用品
915,00178,莎莎国际,家庭及个人护理用品
916,00180,开达集团,家庭及个人护理用品
917,00209,瀛晟科学,家庭及个人护理用品
918,00348,中国智能健康,家庭及个人护理用品
919,00381,侨雄国际,家庭及个人护理用品
920,00396,兴利（香港）控股,家庭及个人护理用品
921,00399,领航医药生物科技,家庭及个人护理用品
922,00413,南华集团控股,家庭及个人护理用品
923,00531,顺诚,家庭及个人护理用品
924,00599,怡邦行控股,家庭及个人护理用品
925,00635,彩星集团,家庭及个人护理用品
926,00653,卓悦控股,家庭及个人护理用品
927,00713,世界（集团）,家庭及个人护理用品
928,00765,威发国际,家庭及个人护理用品
929,00776,帝国集团环球控股,家庭及个人护理用品
930,00837,谭木匠,家庭及个人护理用品
931,00869,彩星玩具,家庭及个人护理用品
932,00943,中证国际,家庭及个人护理用品
933,00973,L'OCCITANE,家庭及个人护理用品
934,01005,美力时集团,家庭及个人护理用品
935,01027,中国集成控股,家庭及个人护理用品
936,01044,恒安国际,家庭及个人护理用品
937,01049,时富投资,家庭及个人护理用品
938,01086,好孩子国际,家庭及个人护理用品
939,01126,德林国际,家庭及个人护理用品
940,01173,威高国际,家庭及个人护理用品
941,01190,航标控股,家庭及个人护理用品
942,01198,皇朝家居,家庭及个人护理用品
943,01237,中科生物,家庭及个人护理用品
944,01259,未来发展控股,家庭及个人护理用品
945,01338,霸王集团,家庭及个人护理用品
946,01348,滉达富控股,家庭及个人护理用品
947,01373,国际家居零售,家庭及个人护理用品
948,01418,盛诺集团,家庭及个人护理用品
949,01451,万成集团股份,家庭及个人护理用品
950,01545,设计都会,家庭及个人护理用品
951,01575,慕容控股,家庭及个人护理用品
952,01678,中创环球,家庭及个人护理用品
953,01711,欧化,家庭及个人护理用品
954,01715,米技国际控股,家庭及个人护理用品
955,01781,新昌创展控股,家庭及个人护理用品
956,01792,CMON,家庭及个人护理用品
957,01861,保宝龙科技,家庭及个人护理用品
958,01925,旷世控股,家庭及个人护理用品
959,01999,敏华控股,家庭及个人护理用品
960,02023,中国绿岛科技,家庭及个人护理用品
961,02083,大自然家居,家庭及个人护理用品
962,02122,凯知乐国际,家庭及个人护理用品
963,02127,汇森家居,家庭及个人护理用品
964,02223,卡撒天娇,家庭及个人护理用品
965,03331,维达国际,家庭及个人护理用品
966,03358,荣威国际,家庭及个人护理用品
967,03828,明辉国际,家庭及个人护理用品
968,03830,童园国际,家庭及个人护理用品
969,06822,科劲国际,家庭及个人护理用品
970,06918,奇士达,家庭及个人护理用品
971,06993,蓝月亮集团,家庭及个人护理用品
972,08101,壹家壹品,家庭及个人护理用品
973,08147,汇思太平洋,家庭及个人护理用品
974,08281,中国金典集团,家庭及个人护理用品
975,08370,智昇集团控股,家庭及个人护理用品
976,08392,舍图控股,家庭及个人护理用品
977,08395,齐家控股,家庭及个人护理用品
978,08406,合宝丰年,家庭及个人护理用品
979,08436,德宝集团控股,家庭及个人护理用品
980,08451,日光控股,家庭及个人护理用品
981,08473,弥明生活百货,家庭及个人护理用品
982,08512,凯富善集团控股,家庭及个人护理用品
983,08545,佰悦集团,家庭及个人护理用品
984,08547,PACIFIC,家庭及个人护理用品
985,08659,易和国际控股,家庭及个人护理用品
986,09992,泡泡玛特,家庭及个人护理用品
987,00097,恒基发展,零售
988,00162,世纪金花,零售
989,00244,先施,零售
990,00273,茂宸集团,零售
991,00289,永安,零售
992,00312,岁宝百货,零售
993,00602,佳华百货控股,零售
994,00759,ＣＥＣ国际控股,零售
995,00814,北京京客隆,零售
996,00825,新世界百货中国,零售
997,00831,利亚零售,零售
998,00848,茂业国际,零售
999,00974,中国顺客隆,零售
1000,00980,联华超市,零售
1001,00984,永旺,零售
1002,01212,利福国际,零售
1003,02136,利福中国,零售
1004,02213,益华控股,零售
1005,02360,优品３６０,零售
1006,03308,金鹰商贸集团,零售
1007,03368,百盛集团,零售
1008,06808,高鑫零售,零售
1009,00022,茂盛控股,酒店、餐饮及休闲
1010,00027,银河娱乐,酒店、餐饮及休闲
1011,00045,大酒店,酒店、餐饮及休闲
1012,00047,合兴集团,酒店、餐饮及休闲
1013,00052,大快活集团,酒店、餐饮及休闲
1014,00069,香格里拉（亚洲）,酒店、餐饮及休闲
1015,00070,金粤控股,酒店、餐饮及休闲
1016,00071,美丽华酒店,酒店、餐饮及休闲
1017,00078,富豪国际,酒店、餐饮及休闲
1018,00102,凯升控股,酒店、餐饮及休闲
1019,00126,佳宁娜,酒店、餐饮及休闲
1020,00156,力宝华润,酒店、餐饮及休闲
1021,00163,英皇国际,酒店、餐饮及休闲
1022,00169,万达酒店发展,酒店、餐饮及休闲
1023,00181,闽港控股,酒店、餐饮及休闲
1024,00184,激成投资,酒店、餐饮及休闲
1025,00199,德祥地产,酒店、餐饮及休闲
1026,00200,新濠国际发展,酒店、餐饮及休闲
1027,00201,华大酒店,酒店、餐饮及休闲
1028,00219,顺豪物业,酒店、餐饮及休闲
1029,00226,力宝,酒店、餐饮及休闲
1030,00234,新世纪集团,酒店、餐饮及休闲
1031,00253,顺豪控股,酒店、餐饮及休闲
1032,00254,国家联合资源,酒店、餐饮及休闲
1033,00265,东胜旅游,酒店、餐饮及休闲
1034,00292,泛海酒店,酒店、餐饮及休闲
1035,00296,英皇娱乐酒店,酒店、餐饮及休闲
1036,00308,香港中旅,酒店、餐饮及休闲
1037,00341,大家乐集团,酒店、餐饮及休闲
1038,00355,世纪城市国际,酒店、餐饮及休闲
1039,00487,实德环球,酒店、餐饮及休闲
1040,00520,呷哺呷哺,酒店、餐饮及休闲
1041,00521,CWT,酒店、餐饮及休闲
1042,00538,味千（中国）,酒店、餐饮及休闲
1043,00542,富元国际集团,酒店、餐饮及休闲
1044,00555,御泰中彩控股,酒店、餐饮及休闲
1045,00557,天元医疗,酒店、餐饮及休闲
1046,00559,德泰新能源集团,酒店、餐饮及休闲
1047,00573,稻香控股,酒店、餐饮及休闲
1048,00582,蓝鼎国际,酒店、餐饮及休闲
1049,00617,百利保控股,酒店、餐饮及休闲
1050,00657,环科国际,酒店、餐饮及休闲
1051,00678,云顶香港,酒店、餐饮及休闲
1052,00699,神州租车,酒店、餐饮及休闲
1053,00703,佳景集团,酒店、餐饮及休闲
1054,00780,同程艺龙,酒店、餐饮及休闲
1055,00880,澳博控股,酒店、餐饮及休闲
1056,00959,世纪娱乐国际,酒店、餐饮及休闲
1057,01007,龙辉国际控股—新,酒店、餐饮及休闲
1058,01076,博华太平洋,酒店、餐饮及休闲
1059,01128,永利澳门,酒店、餐饮及休闲
1060,01158,开元酒店,酒店、餐饮及休闲
1061,01179,华住集团－Ｓ,酒店、餐饮及休闲
1062,01180,汇彩控股,酒店、餐饮及休闲
1063,01181,唐宫中国,酒店、餐饮及休闲
1064,01182,胜龙国际,酒店、餐饮及休闲
1065,01189,大湾区聚变力量,酒店、餐饮及休闲
1066,01215,开源控股,酒店、餐饮及休闲
1067,01221,信和酒店,酒店、餐饮及休闲
1068,01235,专业旅运,酒店、餐饮及休闲
1069,01245,NIRAKU,酒店、餐饮及休闲
1070,01270,朗廷－ＳＳ,酒店、餐饮及休闲
1071,01275,开元产业信托,酒店、餐饮及休闲
1072,01314,翠华控股,酒店、餐饮及休闲
1073,01355,朸濬国际,酒店、餐饮及休闲
1074,01371,华彩控股,酒店、餐饮及休闲
1075,01383,太阳城集团,酒店、餐饮及休闲
1076,01443,富临集团控股,酒店、餐饮及休闲
1077,01483,誉宴集团,酒店、餐饮及休闲
1078,01488,百福控股,酒店、餐饮及休闲
1079,01566,华夏文化科技,酒店、餐饮及休闲
1080,01620,加达控股,酒店、餐饮及休闲
1081,01655,OKURA,酒店、餐饮及休闲
1082,01661,智美体育,酒店、餐饮及休闲
1083,01680,澳门励骏,酒店、餐饮及休闲
1084,01701,途屹控股,酒店、餐饮及休闲
1085,01703,首沣控股,酒店、餐饮及休闲
1086,01803,北京体育文化,酒店、餐饮及休闲
1087,01832,海天地悦旅,酒店、餐饮及休闲
1088,01843,快餐帝国,酒店、餐饮及休闲
1089,01869,利宝阁集团,酒店、餐饮及休闲
1090,01881,富豪产业信托,酒店、餐饮及休闲
1091,01901,飞扬集团,酒店、餐饮及休闲
1092,01928,金沙中国有限公司,酒店、餐饮及休闲
1093,01978,叙福楼集团,酒店、餐饮及休闲
1094,01992,复星旅游文化,酒店、餐饮及休闲
1095,02006,锦江资本,酒店、餐饮及休闲
1096,02108,K2,酒店、餐饮及休闲
1097,02255,海昌海洋公园,酒店、餐饮及休闲
1098,02282,美高梅中国,酒店、餐饮及休闲
1099,02309,伯明翰体育,酒店、餐饮及休闲
1100,02981,龙辉国际控股—旧,酒店、餐饮及休闲
1101,03666,国际天食,酒店、餐饮及休闲
1102,03918,金界控股,酒店、餐饮及休闲
1103,06811,太兴集团,酒店、餐饮及休闲
1104,06862,海底捞,酒店、餐饮及休闲
1105,06882,东瀛游,酒店、餐饮及休闲
1106,06889,DYNAM,酒店、餐饮及休闲
1107,08032,非凡中国,酒店、餐饮及休闲
1108,08052,陆庆娱乐,酒店、餐饮及休闲
1109,08056,生活概念,酒店、餐饮及休闲
1110,08063,环球大通集团,酒店、餐饮及休闲
1111,08069,纵横游控股,酒店、餐饮及休闲
1112,08095,北大青鸟环宇,酒店、餐饮及休闲
1113,08096,赏之味,酒店、餐饮及休闲
1114,08120,国农金融投资,酒店、餐饮及休闲
1115,08156,国药科技股份,酒店、餐饮及休闲
1116,08213,荣晖控股,酒店、餐饮及休闲
1117,08232,CLASSIFIED,酒店、餐饮及休闲
1118,08237,华星控股,酒店、餐饮及休闲
1119,08272,华人饮食集团,酒店、餐饮及休闲
1120,08279,亚博科技控股,酒店、餐饮及休闲
1121,08300,皇玺餐饮集团,酒店、餐饮及休闲
1122,08308,古兜控股,酒店、餐饮及休闲
1123,08367,倩碧控股,酒店、餐饮及休闲
1124,08371,嚐高美集团,酒店、餐饮及休闲
1125,08400,亚洲先锋娱乐,酒店、餐饮及休闲
1126,08412,高门集团,酒店、餐饮及休闲
1127,08428,国茂控股,酒店、餐饮及休闲
1128,08431,浩柏国际,酒店、餐饮及休闲
1129,08432,太平洋酒吧,酒店、餐饮及休闲
1130,08447,MS,酒店、餐饮及休闲
1131,08475,千盛集团控股,酒店、餐饮及休闲
1132,08493,龙皇集团,酒店、餐饮及休闲
1133,08495,1957,酒店、餐饮及休闲
1134,08510,TOPSTANDARDCORP,酒店、餐饮及休闲
1135,08519,佳民集团,酒店、餐饮及休闲
1136,08527,聚利宝控股,酒店、餐饮及休闲
1137,08668,瀛海集团,酒店、餐饮及休闲
1138,09922,九毛九,酒店、餐饮及休闲
1139,09987,百胜中国－Ｓ,酒店、餐饮及休闲
1140,00018,东方报业集团,媒体
1141,00072,现代传播,媒体
1142,00100,白马户外媒体,媒体
1143,00150,HYPEBEAST,媒体
1144,00205,财讯传媒,媒体
1145,00282,壹传媒,媒体
1146,00326,中国星集团,媒体
1147,00343,文化传信,媒体
1148,00391,美亚娱乐资讯,媒体
1149,00423,经济日报集团,媒体
1150,00426,万华媒体,媒体
1151,00491,英皇文化产业,媒体
1152,00511,电视广播,媒体
1153,00547,数字王国,媒体
1154,00550,ＫＫ文化,媒体
1155,00571,丰德丽控股,媒体
1156,00623,中视金桥,媒体
1157,00685,世界华文媒体,媒体
1158,00745,中国国家文化产业,媒体
1159,00752,笔克远东,媒体
1160,00772,阅文集团,媒体
1161,00811,新华文轩,媒体
1162,00888,贝森金融,媒体
1163,00953,邵氏兄弟控股,媒体
1164,01000,北青传媒,媒体
1165,01003,欢喜传媒,媒体
1166,01024,快手－Ｗ,媒体
1167,01046,寰宇娱乐文化,媒体
1168,01060,阿里影业,媒体
1169,01097,有线宽频,媒体
1170,01105,星岛,媒体
1171,01132,橙天嘉禾,媒体
1172,01159,星光文化,媒体
1173,01163,虎视传媒,媒体
1174,01326,传递娱乐,媒体
1175,01351,辉煌明天,媒体
1176,01360,诺发集团,媒体
1177,01490,CHESHI,媒体
1178,01616,星宏传媒,媒体
1179,01640,瑞诚中国传媒,媒体
1180,01716,毛记葵涌,媒体
1181,01740,新石文化,媒体
1182,01753,兑吧,媒体
1183,01831,十方控股,媒体
1184,01849,秀商时代控股,媒体
1185,01859,煜盛文化,媒体
1186,01896,猫眼娱乐,媒体
1187,01917,豆盟科技,媒体
1188,01970,IMAX,媒体
1189,01993,雅仕维,媒体
1190,02008,凤凰卫视,媒体
1191,02125,稻草熊娱乐,媒体
1192,02131,云想科技,媒体
1193,02230,羚邦集团,媒体
1194,02366,星美文化旅游,媒体
1195,02383,ＴＯＭ集团,媒体
1196,03636,保利文化,媒体
1197,06113,UTS,媒体
1198,08003,世大控股,媒体
1199,08006,华泰瑞银,媒体
1200,08075,寰亚传媒,媒体
1201,08078,中国创意数码,媒体
1202,08082,太阳娱乐集团,媒体
1203,08087,中国三三传媒,媒体
1204,08091,奥传思维控股,媒体
1205,08093,万星控股,媒体
1206,08103,ＨＭＶＯＤ视频,媒体
1207,08112,基石金融,媒体
1208,08121,超凡网络,媒体
1209,08130,大地国际集团,媒体
1210,08153,法诺集团,媒体
1211,08172,拉近网娱,媒体
1212,08175,中国数码文化,媒体
1213,08202,汇创控股,媒体
1214,08220,比高集团,媒体
1215,08228,国艺娱乐,媒体
1216,08238,惠陶集团,媒体
1217,08280,中国数字视频,媒体
1218,08317,财华社集团,媒体
1219,08368,中国创意控股,媒体
1220,08401,源想集团,媒体
1221,08403,天平道合,媒体
1222,08419,ＡＶ策划推广,媒体
1223,08429,冰雪集团,媒体
1224,08446,ITP,媒体
1225,08500,天泓文创,媒体
1226,08627,旅橙文化,媒体
1227,09919,艾德韦宣集团,媒体
1228,09958,力天影业,媒体
1229,00062,载通,运输
1230,00066,港铁公司,运输
1231,00077,进智公共交通,运输
1232,00137,金辉集团,运输
1233,00144,招商局港口,运输
1234,00293,国泰航空,运输
1235,00306,冠忠巴士集团,运输
1236,00316,东方海外国际,运输
1237,00351,亚洲能源物流,运输
1238,00500,先丰服务集团,运输
1239,00525,广深铁路股份,运输
1240,00544,大同集团,运输
1241,00560,珠江船务,运输
1242,00598,中国外运,运输
1243,00636,嘉里物流,运输
1244,00670,中国东方航空股份,运输
1245,00753,中国国航,运输
1246,00925,北京建设,运输
1247,00935,龙翔集团,运输
1248,00988,丝路物流控股,运输
1249,01055,中国南方航空股份,运输
1250,01138,中远海能,运输
1251,01145,勇利投资,运输
1252,01199,中远海运港口,运输
1253,01292,长安民生物流,运输
1254,01308,海丰国际,运输
1255,01442,INFINITY,运输
1256,01529,健升物流中国,运输
1257,01549,永丰集团控股,运输
1258,01606,国银租赁,运输
1259,01719,中国通商集团,运输
1260,01732,象兴国际,运输
1261,01737,亚洲实业集团,运输
1262,01748,信源企业集团,运输
1263,01848,中国飞机租赁,运输
1264,01919,中远海控,运输
1265,02057,中通快递－ＳＷ,运输
1266,02129,LEGION,运输
1267,02130,嘉泓物流,运输
1268,02169,沧港铁路,运输
1269,02258,华滋国际海洋,运输
1270,02343,太平洋航运,运输
1271,02588,中银航空租赁,运输
1272,02682,润利海事,运输
1273,02866,中远海发,运输
1274,02880,大连港,运输
1275,03369,秦港股份,运输
1276,03378,厦门港务,运输
1277,03382,天津港发展,运输
1278,03399,粤运交通,运输
1279,03683,荣丰联合控股,运输
1280,06083,环宇物流（亚洲）,运输
1281,06117,日照港裕廊,运输
1282,06119,天源集团,运输
1283,06123,圆通速递国际,运输
1284,06198,青岛港,运输
1285,06880,腾邦控股,运输
1286,08020,宏海控股集团,运输
1287,08035,骏高控股,运输
1288,08292,盛良物流（新）,运输
1289,08430,春能控股,运输
1290,08482,万励达,运输
1291,08489,裕程物流,运输
1292,08502,远航港口,运输
1293,08585,盛良物流,运输
1294,08620,亚洲速运,运输
1295,00032,港通控股,工商及专业服务
1296,00055,中星集团控股,工商及专业服务
1297,00079,世纪建业,工商及专业服务
1298,00145,香港建屋贷款,工商及专业服务
1299,00154,北京控股环境集团,工商及专业服务
1300,00309,新华通讯频媒,工商及专业服务
1301,00382,中汇集团,工商及专业服务
1302,00436,新宇环保,工商及专业服务
1303,00450,鸿兴印刷集团,工商及专业服务
1304,00556,泛亚环保,工商及专业服务
1305,00586,海螺创业,工商及专业服务
1306,00667,中国东方教育,工商及专业服务
1307,00839,中教控股,工商及专业服务
1308,00895,东江环保,工商及专业服务
1309,00915,道和环球,工商及专业服务
1310,00922,安贤园中国,工商及专业服务
1311,00979,绿色能源科技集团,工商及专业服务
1312,00982,华金国际资本,工商及专业服务
1313,00997,普汇中金国际,工商及专业服务
1314,01082,香港教育国际,工商及专业服务
1315,01127,狮子山集团,工商及专业服务
1316,01130,中国环境资源,工商及专业服务
1317,01172,融太集团,工商及专业服务
1318,01196,伟禄集团,工商及专业服务
1319,01272,大唐环境,工商及专业服务
1320,01296,国电科环,工商及专业服务
1321,01317,枫叶教育,工商及专业服务
1322,01328,金涌投资,工商及专业服务
1323,01330,绿色动力环保,工商及专业服务
1324,01397,碧瑶绿色集团,工商及专业服务
1325,01412,隽思集团,工商及专业服务
1326,01448,福寿园,工商及专业服务
1327,01449,立德教育,工商及专业服务
1328,01452,迪诺斯环保,工商及专业服务
1329,01481,竣球控股,工商及专业服务
1330,01525,建桥教育,工商及专业服务
1331,01527,天洁环境,工商及专业服务
1332,01540,澳狮环球,工商及专业服务
1333,01565,成实外教育,工商及专业服务
1334,01569,民生教育,工商及专业服务
1335,01586,中国力鸿,工商及专业服务
1336,01593,辰林教育,工商及专业服务
1337,01598,２１世纪教育,工商及专业服务
1338,01631,REF,工商及专业服务
1339,01650,HYGIEIA,工商及专业服务
1340,01673,华章科技,工商及专业服务
1341,01685,博耳电力,工商及专业服务
1342,01752,澳洲成峰高教,工商及专业服务
1343,01756,华立大学集团,工商及专业服务
1344,01758,博骏教育,工商及专业服务
1345,01765,希望教育,工商及专业服务
1346,01769,思考乐教育,工商及专业服务
1347,01773,天立教育,工商及专业服务
1348,01775,精英汇集团,工商及专业服务
1349,01797,新东方在綫,工商及专业服务
1350,01841,优越集团控股,工商及专业服务
1351,01845,维港环保科技,工商及专业服务
1352,01851,银杏教育,工商及专业服务
1353,01871,向中国际,工商及专业服务
1354,01884,ＥＰＲＩＮＴ集团,工商及专业服务
1355,01890,中国科培,工商及专业服务
1356,01935,嘉宏教育,工商及专业服务
1357,01939,东京中央拍卖,工商及专业服务
1358,01945,清科创业,工商及专业服务
1359,01955,庄臣控股,工商及专业服务
1360,01969,中国春来,工商及专业服务
1361,01975,新兴印刷,工商及专业服务
1362,01981,华夏视听教育,工商及专业服务
1363,02001,新高教集团,工商及专业服务
1364,02098,卓尔智联,工商及专业服务
1365,02180,万宝盛华,工商及专业服务
1366,02225,今海国际,工商及专业服务
1367,02371,创联教育金融,工商及专业服务
1368,02662,美好发展,工商及专业服务
1369,02668,百德国际,工商及专业服务
1370,02779,中国新华教育,工商及专业服务
1371,03718,北控城市资源,工商及专业服务
1372,03978,卓越教育集团,工商及专业服务
1373,06068,睿见教育,工商及专业服务
1374,06100,同道猎聘,工商及专业服务
1375,06169,宇华教育,工商及专业服务
1376,06812,永顺控股香港,工商及专业服务
1377,06919,人瑞人才,工商及专业服务
1378,06966,中国万桐园,工商及专业服务
1379,08027,吉辉控股,工商及专业服务
1380,08031,易通讯集团,工商及专业服务
1381,08042,高奥士国际,工商及专业服务
1382,08047,中国海洋发展,工商及专业服务
1383,08055,中国网络信息科技,工商及专业服务
1384,08067,东方大学城控股,工商及专业服务
1385,08072,罗马集团,工商及专业服务
1386,08079,易还财务投资,工商及专业服务
1387,08108,福泽集团,工商及专业服务
1388,08160,金汇教育,工商及专业服务
1389,08166,中国农业生态,工商及专业服务
1390,08169,环康集团,工商及专业服务
1391,08201,宝联控股,工商及专业服务
1392,08203,凯顺控股,工商及专业服务
1393,08206,神通机器人教育,工商及专业服务
1394,08260,银合控股,工商及专业服务
1395,08293,星亚控股,工商及专业服务
1396,08296,中国生命集团,工商及专业服务
1397,08309,万成环球控股,工商及专业服务
1398,08310,大丰港,工商及专业服务
1399,08315,长城汇理,工商及专业服务
1400,08320,沛然环保,工商及专业服务
1401,08348,滨海泰达物流,工商及专业服务
1402,08363,SDM,工商及专业服务
1403,08383,东骏控股,工商及专业服务
1404,08385,万里印刷,工商及专业服务
1405,08391,基石科技控股,工商及专业服务
1406,08416,HM,工商及专业服务
1407,08417,大地教育,工商及专业服务
1408,08441,国际永胜集团,工商及专业服务
1409,08448,环球印馆,工商及专业服务
1410,08450,钜京控股,工商及专业服务
1411,08462,桥英控股,工商及专业服务
1412,08472,立高控股,工商及专业服务
1413,08483,名仕快相,工商及专业服务
1414,09616,东软教育,工商及专业服务
1415,09901,新东方－Ｓ,工商及专业服务
1416,09986,大山教育,工商及专业服务
1417,00107,四川成渝高速公路,交通设施
1418,00152,深圳国际,交通设施
1419,00177,江苏宁沪高速公路,交通设施
1420,00269,中国资源交通,交通设施
1421,00357,美兰空港,交通设施
1422,00548,深圳高速公路股份,交通设施
1423,00576,浙江沪杭甬,交通设施
1424,00694,北京首都机场股份,交通设施
1425,00737,湾区发展,交通设施
1426,00995,安徽皖通高速公路,交通设施
1427,01052,越秀交通基建,交通设施
1428,01576,齐鲁高速,交通设施
1429,01785,成都高速,交通设施
1430,01823,华昱高速,交通设施
1431,80737,湾区发展－Ｒ,交通设施
1432,00008,电讯盈科,电讯服务
1433,00215,和记电讯香港,电讯服务
1434,00315,数码通电讯,电讯服务
1435,00471,中播控股,电讯服务
1436,00524,长城一带一路,电讯服务
1437,00633,中国全通,电讯服务
1438,00728,中国电信,电讯服务
1439,00762,中国联通,电讯服务
1440,00941,中国移动,电讯服务
1441,01045,亚太卫星,电讯服务
1442,01310,香港宽频,电讯服务
1443,01723,港亚控股,电讯服务
1444,01883,中信国际电讯,电讯服务
1445,06033,电讯数码控股,电讯服务
1446,06823,香港电讯－ＳＳ,电讯服务
1447,08337,直通电讯（新）,电讯服务
1448,08586,直通电讯,电讯服务
1449,00002,中电控股,公用事业
1450,00003,香港中华煤气,公用事业
1451,00006,电能实业,公用事业
1452,00090,普星能量,公用事业
1453,00135,昆仑能源,公用事业
1454,00182,协合新能源,公用事业
1455,00257,光大环境,公用事业
1456,00270,粤海投资,公用事业
1457,00295,江山控股,公用事业
1458,00362,信阳毛尖,公用事业
1459,00371,北控水务集团,公用事业
1460,00384,中国燃气,公用事业
1461,00392,北京控股,公用事业
1462,00451,协鑫新能源,公用事业
1463,00527,瑞风新能源,公用事业
1464,00579,京能清洁能源,公用事业
1465,00603,中油燃气,公用事业
1466,00611,中国核能科技,公用事业
1467,00646,中国环保科技,公用事业
1468,00681,中民控股,公用事业
1469,00686,北京能源国际,公用事业
1470,00807,上海实业环境,公用事业
1471,00836,华润电力,公用事业
1472,00855,中国水务,公用事业
1473,00902,华能国际电力股份,公用事业
1474,00916,龙源电力,公用事业
1475,00931,中国天然气,公用事业
1476,00956,新天绿色能源,公用事业
1477,00967,桑德国际,公用事业
1478,00987,中国再生能源投资,公用事业
1479,00991,大唐发电,公用事业
1480,01004,中国智慧能源,公用事业
1481,01026,环球实业科技,公用事业
1482,01038,长江基建集团,公用事业
1483,01065,天津创业环保股份,公用事业
1484,01071,华电国际电力股份,公用事业
1485,01083,港华燃气,公用事业
1486,01096,中能国际控股,公用事业
1487,01129,中国水业集团,公用事业
1488,01165,顺风清洁能源,公用事业
1489,01193,华润燃气,公用事业
1490,01250,北控清洁能源集团,公用事业
1491,01257,中国光大绿色环保,公用事业
1492,01265,天津津燃公用,公用事业
1493,01281,隆基泰和智慧能源,公用事业
1494,01363,中滔环保,公用事业
1495,01381,粤丰环保,公用事业
1496,01395,强泰环保,公用事业
1497,01430,苏创燃气,公用事业
1498,01542,台州水务,公用事业
1499,01600,天伦燃气,公用事业
1500,01635,大众公用,公用事业
1501,01671,天保能源,公用事业
1502,01713,四川能投发展,公用事业
1503,01759,中油洁能控股,公用事业
1504,01790,达力环保,公用事业
1505,01798,大唐新能源,公用事业
1506,01811,中广核新能源,公用事业
1507,01816,中广核电力,公用事业
1508,01853,春城热力,公用事业
1509,01857,中国光大水务,公用事业
