,最后收益,最大收益,最大回撤,赢撤率,夏普率,平均收益,开仓次数,胜率,盈亏比,参数1,参数2,参数3,参数4
246,-2949.0,459.0,3415.0,-0.8635431918008785,-1.5338310517084945,-1243.8135464478091,188.0,0.75,0.6578639869128301,45.0,150.0,50.0,0.0
363,-2942.0,246.0,3230.0,-0.9108359133126935,-1.6093262243967967,-1352.9246256524739,168.0,0.7619047619047619,0.6235997963340122,50.0,150.0,30.0,0.0
651,-2942.0,498.0,3447.0,-0.8534957934435741,-1.4617664793120768,-1309.8833304771917,184.0,0.7336956521739131,0.6908304315711723,60.0,190.0,40.0,0.0
149,-2934.0,242.0,3300.0,-0.889090909090909,-2.148689211016452,-1630.0877869843314,194.0,0.7989690721649485,0.6421375921375921,40.0,170.0,60.0,0.0
517,-2932.0,245.0,3194.0,-0.9179711959924859,-1.7257791814932086,-1332.7950293873807,168.0,0.75,0.6442969221484611,55.0,180.0,30.0,0.0
957,-2929.0,337.0,3283.0,-0.8921717940907706,-1.7068468492508344,-1312.5511118109944,168.0,0.7083333333333334,0.6958677685950414,70.0,250.0,30.0,0.0
731,-2929.0,324.0,3316.0,-0.8832931242460796,-1.8300162067347943,-1504.7341333617403,192.0,0.703125,0.7141171844278411,65.0,150.0,55.0,0.0
519,-2926.0,482.0,3415.0,-0.8568081991215227,-1.5419418780914644,-1379.3949210083879,184.0,0.7445652173913043,0.6784019423904646,55.0,180.0,40.0,0.0
498,-2925.0,643.0,3575.0,-0.8181818181818182,-1.4731428392352073,-1270.2841289617386,188.0,0.7340425531914894,0.6853192178891649,55.0,160.0,45.0,0.0
290,-2923.0,362.0,3292.0,-0.887910085054678,-1.4983426058052347,-1234.720275671695,188.0,0.7606382978723404,0.6654755043227666,45.0,190.0,50.0,0.0
784,-2919.0,435.0,3361.0,-0.868491520380839,-1.3541562047750595,-1087.4150359642256,188.0,0.7180851063829787,0.7123775601068566,65.0,200.0,45.0,0.0
638,-2918.0,245.0,3180.0,-0.9176100628930818,-1.6364349777930394,-1331.593564881501,168.0,0.7321428571428571,0.6607287449392713,60.0,180.0,30.0,0.0
367,-2912.0,431.0,3350.0,-0.8692537313432835,-1.4705503789332155,-1174.8851414253227,188.0,0.7340425531914894,0.6782056990204809,50.0,150.0,50.0,0.0
418,-2911.0,269.0,3197.0,-0.9105411323115421,-1.7576060627603778,-1262.8012218110407,168.0,0.7738095238095238,0.6330574366691748,50.0,200.0,30.0,0.0
817,-2910.0,537.0,3454.0,-0.842501447596989,-1.451399399794524,-1204.988967574302,188.0,0.7180851063829787,0.7132680320569902,65.0,230.0,45.0,0.0
256,-2906.0,504.0,3417.0,-0.8504536142815335,-1.5329463139493966,-1385.5539046542756,188.0,0.7606382978723404,0.6602089937771516,45.0,160.0,45.0,0.0
673,-2903.0,595.0,3505.0,-0.8282453637660485,-1.4821000353580585,-1365.9895928377232,184.0,0.7336956521739131,0.694945657908621,60.0,210.0,40.0,0.0
781,-2899.0,269.0,3185.0,-0.9102040816326531,-1.5615097141381866,-1239.4015441690713,168.0,0.7261904761904762,0.6850070262674305,65.0,200.0,30.0,0.0
896,-2891.0,286.0,3184.0,-0.9079773869346733,-1.8356237534316318,-1456.8418546702546,192.0,0.703125,0.7283483199242782,70.0,190.0,55.0,0.0
792,-2877.0,276.0,3170.0,-0.907570977917981,-1.5668833794167405,-1259.3411020383587,168.0,0.7261904761904762,0.6873851475516161,65.0,210.0,30.0,0.0
675,-2872.0,580.0,3459.0,-0.8302977739230991,-1.341464956031591,-1080.5369947524189,188.0,0.7287234042553191,0.7102642276422764,60.0,210.0,50.0,0.0
732,-2872.0,232.0,3167.0,-0.9068519103252289,-2.038576770907796,-1347.8101839200774,194.0,0.6958762886597938,0.7202708006279435,65.0,150.0,60.0,0.0
543,-2854.0,512.0,3373.0,-0.8461310406166618,-1.3592831767327502,-1124.6598891199533,188.0,0.7340425531914894,0.700844772967265,55.0,200.0,50.0,0.0
907,-2854.0,293.0,3154.0,-0.9048826886493342,-1.854154157516117,-1466.115006785266,192.0,0.703125,0.7318504495977284,70.0,200.0,55.0,0.0
312,-2853.0,460.0,3320.0,-0.8593373493975903,-1.4424809400372705,-1195.6755716528723,188.0,0.7606382978723404,0.6735446685878963,45.0,210.0,50.0,0.0
487,-2848.0,657.0,3512.0,-0.8109339407744874,-1.4368661857530671,-1170.6273754220529,188.0,0.7287234042553191,0.6913029280505062,55.0,150.0,45.0,0.0
506,-2846.0,245.0,3108.0,-0.9157014157014157,-1.6922814679929181,-1274.2731567465923,168.0,0.75,0.6546771273385636,55.0,170.0,30.0,0.0
946,-2846.0,337.0,3200.0,-0.889375,-1.6254689655967067,-1228.4619770366219,168.0,0.7083333333333334,0.7044421487603306,70.0,240.0,30.0,0.0
245,-2845.0,494.0,3346.0,-0.8502689778840407,-1.5245706461967459,-1301.4613656679435,188.0,0.7553191489361702,0.6653278204370939,45.0,150.0,45.0,0.0
743,-2843.0,232.0,3156.0,-0.9008238276299113,-2.0738070651907767,-1378.8210773983483,194.0,0.6958762886597938,0.723116169544741,65.0,160.0,60.0,0.0
429,-2840.0,276.0,3133.0,-0.9064794127034791,-1.7393421166621028,-1238.596010356215,168.0,0.7738095238095238,0.6419613744670177,50.0,210.0,30.0,0.0
508,-2840.0,474.0,3321.0,-0.8551641071966275,-1.5918888103413642,-1390.4920128387423,184.0,0.7445652173913043,0.6878931685244455,55.0,170.0,40.0,0.0
377,-2839.0,668.0,3514.0,-0.8079112122936825,-1.3872452334755287,-1228.4947223135673,188.0,0.7446808510638298,0.6832138054683998,50.0,160.0,45.0,0.0
422,-2838.0,364.0,3209.0,-0.8843876597070739,-1.404366067260545,-1145.2084813509396,188.0,0.7446808510638298,0.690473574332491,50.0,200.0,50.0,0.0
881,-2834.0,697.0,3548.0,-0.7987598647125141,-0.8000928074458831,-761.2366691522817,178.0,0.6853932584269663,0.7118023787740164,70.0,180.0,35.0,0.0
627,-2832.0,245.0,3094.0,-0.9153199741435035,-1.6015546304908734,-1273.0716922407125,168.0,0.7321428571428571,0.6706766917293233,60.0,170.0,30.0,0.0
855,-2827.0,279.0,3148.0,-0.8980304955527318,-2.0126180084183427,-1344.2186013552005,194.0,0.6701030927835051,0.7364845740164166,70.0,150.0,70.0,0.0
289,-2818.0,414.0,3239.0,-0.8700216116085211,-1.5156461036832534,-1329.9304799707284,188.0,0.7659574468085106,0.6730365882078769,45.0,190.0,45.0,0.0
803,-2814.0,290.0,3121.0,-0.9016340916372957,-1.5296677124780007,-1208.5879791949385,168.0,0.7261904761904762,0.6941952221381472,65.0,220.0,30.0,0.0
838,-2813.0,680.0,3500.0,-0.8037142857142857,-1.399454772707182,-1255.325461189668,184.0,0.7336956521739131,0.7223984142715559,65.0,250.0,40.0,0.0
270,-2806.0,242.0,3172.0,-0.8846153846153846,-2.1790968347820803,-1545.7184971446304,194.0,0.7731958762886598,0.6717737183264584,45.0,170.0,60.0,0.0
275,-2801.0,245.0,3063.0,-0.9144629448253346,-1.816262866977031,-1256.578739191048,168.0,0.7738095238095238,0.625133120340788,45.0,180.0,30.0,0.0
859,-2800.0,917.0,3734.0,-0.7498660953401178,-0.7353518502367439,-722.297662441121,178.0,0.6797752808988764,0.7130710919893465,70.0,160.0,35.0,0.0
345,-2794.0,622.0,3423.0,-0.8162430616418347,-1.2704738122332748,-1088.870570471819,188.0,0.7659574468085106,0.6822504869943852,45.0,240.0,50.0,0.0
839,-2794.0,659.0,3460.0,-0.807514450867052,-1.240904952857093,-1015.0560328656981,188.0,0.723404255319149,0.7266922094508301,65.0,250.0,45.0,0.0
497,-2794.0,638.0,3439.0,-0.8124454783367258,-1.4865653617859884,-1307.9610622993946,184.0,0.7391304347826086,0.6907514450867053,55.0,160.0,40.0,0.0
607,-2792.0,630.0,3429.0,-0.8142315543890347,-1.4481805985555376,-1158.2783394856167,184.0,0.7228260869565217,0.7024191821879683,60.0,150.0,40.0,0.0
662,-2786.0,534.0,3327.0,-0.8373910429816651,-1.409429553355167,-1208.460615351838,184.0,0.7336956521739131,0.7072913369209666,60.0,200.0,40.0,0.0
764,-2786.0,265.0,3142.0,-0.8866963717377466,-1.8804087194490409,-1473.2188699868925,192.0,0.7083333333333334,0.7301649263198986,65.0,180.0,55.0,0.0
530,-2784.0,516.0,3307.0,-0.8418506198971878,-1.484274444156242,-1311.3004506528214,184.0,0.7445652173913043,0.694073501820991,55.0,190.0,40.0,0.0
532,-2783.0,482.0,3272.0,-0.8505501222493888,-1.3412632678140826,-1068.2799188547026,188.0,0.7340425531914894,0.7083421330517423,55.0,190.0,50.0,0.0
440,-2780.0,290.0,3087.0,-0.9005506964690638,-1.705950728781657,-1190.33507172003,168.0,0.7738095238095238,0.6494858289440681,50.0,220.0,30.0,0.0
366,-2780.0,682.0,3469.0,-0.8013836840588066,-1.3485665277399959,-1139.424919757861,188.0,0.7393617021276596,0.6880072137060415,50.0,150.0,45.0,0.0
323,-2778.0,545.0,3330.0,-0.8342342342342343,-1.408316544283478,-1169.1589651195643,188.0,0.7606382978723404,0.6821902017291066,45.0,220.0,50.0,0.0
870,-2774.0,672.0,3463.0,-0.8010395610742131,-0.864585968792092,-794.4771778851275,178.0,0.6853932584269663,0.7179017993290637,70.0,170.0,35.0,0.0
616,-2763.0,245.0,3025.0,-0.9133884297520661,-1.3969350278946477,-1169.6511678531233,168.0,0.7261904761904762,0.6762237762237763,60.0,160.0,30.0,0.0
619,-2762.0,614.0,3383.0,-0.8164351167602719,-1.44925366906455,-1096.325451926506,188.0,0.7180851063829787,0.7096706081081081,60.0,160.0,45.0,0.0
495,-2757.0,245.0,3019.0,-0.9132162967870155,-1.4595814376891074,-1153.2178788285805,168.0,0.7440476190476191,0.6627737226277371,55.0,160.0,30.0,0.0
531,-2743.0,525.0,3275.0,-0.8375572519083969,-1.4559813407154667,-1164.0357372782053,188.0,0.7393617021276596,0.7070371164986055,55.0,190.0,45.0,0.0
744,-2740.0,303.0,3107.0,-0.8818796266495011,-2.132913751334419,-1434.8940572185504,194.0,0.7010309278350515,0.7378349617877528,65.0,160.0,65.0,0.0
528,-2737.0,256.0,3010.0,-0.9093023255813953,-1.6918920352050602,-1217.7737519047375,168.0,0.75,0.6678334339167169,55.0,190.0,30.0,0.0
411,-2729.0,334.0,3070.0,-0.8889250814332248,-1.3926843619070353,-1073.2037478752623,188.0,0.7446808510638298,0.7024502801889903,50.0,190.0,50.0,0.0
398,-2728.0,524.0,3259.0,-0.837066584841976,-1.4309421274847083,-1196.1538518542534,184.0,0.75,0.6872048831049176,50.0,180.0,40.0,0.0
686,-2727.0,650.0,3384.0,-0.8058510638297872,-1.3164133004659209,-1037.0309713814615,188.0,0.7287234042553191,0.725,60.0,220.0,50.0,0.0
674,-2724.0,589.0,3320.0,-0.8204819277108434,-1.4522841196821712,-1128.0549676020917,188.0,0.723404255319149,0.7156338471217364,60.0,210.0,45.0,0.0
875,-2723.0,231.0,3045.0,-0.8942528735632184,-2.0621342448627558,-1321.7203127243422,194.0,0.6907216494845361,0.7420771286750668,70.0,170.0,60.0,0.0
300,-2722.0,450.0,3179.0,-0.8562441019188424,-1.463936476333231,-1257.6190895238271,188.0,0.7659574468085106,0.6842227918900023,45.0,200.0,45.0,0.0
814,-2713.0,290.0,3020.0,-0.8983443708609271,-1.5268878122618017,-1155.043333070877,168.0,0.7261904761904762,0.7051129607609988,65.0,230.0,30.0,0.0
311,-2711.0,511.0,3229.0,-0.8395788169711985,-1.456259401632613,-1276.0771760324951,188.0,0.7659574468085106,0.6855045443952459,45.0,210.0,45.0,0.0
708,-2708.0,708.0,3423.0,-0.7911189015483494,-1.1677766712000326,-933.6001278316328,188.0,0.7340425531914894,0.7289144471347861,60.0,240.0,50.0,0.0
684,-2707.0,632.0,3346.0,-0.8090257023311417,-1.434231078224283,-1252.7272925167547,184.0,0.7336956521739131,0.7156273082199007,60.0,220.0,40.0,0.0
649,-2704.0,256.0,2977.0,-0.9082969432314411,-1.583623268443303,-1199.8193637134164,168.0,0.7321428571428571,0.6854829381145171,60.0,190.0,30.0,0.0
876,-2695.0,398.0,3167.0,-0.8509630565203663,-2.0298001750849424,-1352.259025793274,194.0,0.6958762886597938,0.7494594340509542,70.0,170.0,65.0,0.0
264,-2695.0,245.0,2957.0,-0.9113966858302334,-1.7772646689363834,-1185.8966833249192,168.0,0.7738095238095238,0.6392438764643238,45.0,170.0,30.0,0.0
608,-2685.0,628.0,3320.0,-0.8087349397590361,-1.3859285890436406,-996.6686983868203,188.0,0.7127659574468085,0.7156987874920229,60.0,150.0,45.0,0.0
410,-2682.0,576.0,3265.0,-0.8214395099540582,-1.359674049448722,-1132.525966958302,188.0,0.75,0.7029702970297029,50.0,190.0,45.0,0.0
554,-2680.0,580.0,3267.0,-0.8203244566880931,-1.294204834054963,-1019.0611507625898,188.0,0.7340425531914894,0.7192185850052799,55.0,210.0,50.0,0.0
451,-2676.0,290.0,2983.0,-0.8970834730137446,-1.7201297346518232,-1140.7771978009255,168.0,0.7738095238095238,0.662528216704289,50.0,230.0,30.0,0.0
484,-2675.0,245.0,2950.0,-0.9067796610169492,-1.5477078739827241,-1243.1385027951592,168.0,0.7380952380952381,0.6704642900894279,55.0,150.0,30.0,0.0
433,-2664.0,432.0,3103.0,-0.8585240090235257,-1.3422279289316206,-1039.609742993576,188.0,0.7446808510638298,0.7095923524887375,50.0,210.0,50.0,0.0
17,-2664.0,262.0,3040.0,-0.8763157894736842,-2.124966288725872,-1483.3762001584,194.0,0.8144329896907216,0.6425963488843813,35.0,160.0,60.0,0.0
147,-2662.0,472.0,3141.0,-0.8475007959248647,-1.4006584657521963,-1056.675446600188,188.0,0.7819148936170213,0.6596649484536082,40.0,170.0,50.0,0.0
158,-2657.0,491.0,3155.0,-0.8421553090332805,-1.331821355164449,-1019.5605324465399,188.0,0.7819148936170213,0.6603092783505156,40.0,180.0,50.0,0.0
775,-2657.0,301.0,2965.0,-0.8961214165261383,-1.8167167891707077,-1296.4586608246993,192.0,0.7083333333333334,0.7427539767736899,65.0,190.0,55.0,0.0
652,-2656.0,492.0,3155.0,-0.841838351822504,-1.4067192945578992,-1028.719687460921,188.0,0.723404255319149,0.7227639718989199,60.0,190.0,45.0,0.0
605,-2647.0,245.0,3132.0,-0.8451468710089399,-1.487277481579407,-1264.7429657865118,168.0,0.7202380952380952,0.6870444392193745,60.0,150.0,30.0,0.0
334,-2640.0,549.0,3196.0,-0.8260325406758448,-1.3928958643694052,-1098.9200728084518,188.0,0.7606382978723404,0.6980979827089338,45.0,230.0,50.0,0.0
473,-2635.0,337.0,2989.0,-0.8815657410505185,-1.7863792116387456,-1179.1339221616515,168.0,0.7738095238095238,0.6676699272636067,50.0,250.0,30.0,0.0
387,-2634.0,516.0,3157.0,-0.8343363953120051,-1.4916159372482316,-1205.0627532895803,184.0,0.75,0.6980306345733042,50.0,170.0,40.0,0.0
541,-2628.0,552.0,3187.0,-0.8245999372450581,-1.4313944534039398,-1209.8777355274676,184.0,0.7445652173913043,0.7112901445756539,55.0,200.0,40.0,0.0
286,-2627.0,256.0,2900.0,-0.9058620689655172,-1.78765236040217,-1152.0019637903006,168.0,0.7738095238095238,0.6482960596379127,45.0,190.0,30.0,0.0
356,-2625.0,643.0,3275.0,-0.8015267175572519,-1.231435608554517,-993.4117938575974,188.0,0.7659574468085106,0.701615675489859,45.0,250.0,50.0,0.0
786,-2620.0,308.0,2935.0,-0.8926746166950597,-1.8417224462571045,-1305.7318129397106,192.0,0.7083333333333334,0.7463647896945447,65.0,200.0,55.0,0.0
553,-2612.0,622.0,3241.0,-0.8059240975007713,-1.3929329351445707,-1101.075198347452,188.0,0.7393617021276596,0.721089894872345,55.0,210.0,45.0,0.0
836,-2611.0,337.0,2965.0,-0.8806070826306914,-1.5769896607914398,-1144.263175689758,168.0,0.7261904761904762,0.7161387958058588,65.0,250.0,30.0,0.0
542,-2609.0,561.0,3177.0,-0.8212149826880705,-1.4020280294530905,-1076.0995836208774,188.0,0.7393617021276596,0.7214117142244153,55.0,200.0,45.0,0.0
409,-2598.0,558.0,3163.0,-0.8213721150806197,-1.3699131741350474,-1131.3414262490217,184.0,0.75,0.7021766670505586,50.0,190.0,40.0,0.0
866,-2597.0,279.0,2936.0,-0.8845367847411444,-2.0816257191079353,-1253.994627366159,194.0,0.6701030927835051,0.7581847344089064,70.0,160.0,70.0,0.0
253,-2596.0,267.0,2880.0,-0.9013888888888889,-1.5180702438443487,-1062.1060863604573,168.0,0.7678571428571429,0.6493890157110246,45.0,160.0,30.0,0.0
486,-2593.0,648.0,3248.0,-0.7983374384236454,-1.456062681403867,-1126.2434497867157,184.0,0.7336956521739131,0.7108447232803047,55.0,150.0,40.0,0.0
639,-2592.0,651.0,3260.0,-0.7950920245398773,-0.9834727824583217,-843.4555020865272,178.0,0.7134831460674157,0.7129732123090546,60.0,180.0,35.0,0.0
892,-2590.0,802.0,3409.0,-0.7597535934291582,-0.6496658351517363,-579.9616736680731,178.0,0.6853932584269663,0.7366066890312086,70.0,190.0,35.0,0.0
344,-2590.0,687.0,3284.0,-0.7886723507917174,-1.2838418955718962,-1143.809160340699,188.0,0.7712765957446809,0.7014130182997452,45.0,240.0,45.0,0.0
432,-2589.0,673.0,3269.0,-0.7919853166105842,-1.297692304373976,-1085.1901912379753,188.0,0.75,0.7133162754477695,50.0,210.0,45.0,0.0
421,-2586.0,612.0,3205.0,-0.8068642745709829,-1.3014744356157595,-1060.2145765114005,188.0,0.75,0.713650016687062,50.0,200.0,45.0,0.0
6,-2583.0,262.0,2941.0,-0.8782726963617817,-2.115658231352253,-1387.4209643877746,194.0,0.8144329896907216,0.6535496957403651,35.0,150.0,60.0,0.0
171,-2581.0,297.0,2885.0,-0.894627383015598,-2.164166790109673,-1383.609238151258,194.0,0.7989690721649485,0.6855036855036855,40.0,190.0,60.0,0.0
376,-2578.0,680.0,3265.0,-0.7895865237366003,-1.3779392999868851,-1119.7964837037825,184.0,0.7445652173913043,0.7022511023439314,50.0,160.0,40.0,0.0
697,-2575.0,654.0,3236.0,-0.7957354758961681,-1.2911426870648612,-957.3219550829284,188.0,0.7287234042553191,0.7404471544715447,60.0,230.0,50.0,0.0
695,-2574.0,636.0,3217.0,-0.8001243394466895,-1.443130466824678,-1215.8788795279493,184.0,0.7336956521739131,0.7296612852168408,60.0,230.0,40.0,0.0
292,-2565.0,297.0,2869.0,-0.8940397350993378,-2.2162398197117867,-1387.5600461305457,194.0,0.7731958762886598,0.7001767825574543,45.0,190.0,60.0,0.0
918,-2564.0,318.0,2889.0,-0.8875043267566632,-1.8173541626092133,-1316.1611697520714,192.0,0.703125,0.75929957406531,70.0,210.0,55.0,0.0
249,-2564.0,306.0,2949.0,-0.8694472702611055,-2.160656284531491,-1443.5293155912907,194.0,0.7628865979381443,0.692662219526986,45.0,150.0,65.0,0.0
685,-2561.0,626.0,3194.0,-0.8018159048215404,-1.39014085198743,-1032.0758977161674,188.0,0.723404255319149,0.73272517563175,60.0,220.0,45.0,0.0
707,-2561.0,731.0,3299.0,-0.7762958472264323,-1.2563303432614399,-967.9092719617987,188.0,0.7287234042553191,0.7347278592985743,60.0,240.0,45.0,0.0
322,-2555.0,563.0,3125.0,-0.8176,-1.4027070309657779,-1184.8333371929841,188.0,0.7659574468085106,0.7036821253786996,45.0,220.0,45.0,0.0
552,-2546.0,613.0,3166.0,-0.8041692987997473,-1.4110505632388743,-1205.1108939414291,184.0,0.7445652173913043,0.7203399183313101,55.0,210.0,40.0,0.0
160,-2543.0,261.0,2928.0,-0.8685109289617486,-2.2394215819812047,-1472.319676345127,194.0,0.7989690721649485,0.6901719901719902,40.0,180.0,60.0,0.0
617,-2536.0,861.0,3414.0,-0.7428236672524897,-0.8920247409917397,-789.2896961219773,178.0,0.7078651685393258,0.7171368045490021,60.0,160.0,35.0,0.0
565,-2535.0,650.0,3192.0,-0.7941729323308271,-1.2664990188502576,-975.5551273916326,188.0,0.7340425531914894,0.7345300950369589,55.0,220.0,50.0,0.0
539,-2530.0,269.0,2816.0,-0.8984375,-1.6611390226482845,-1083.0136585320668,168.0,0.75,0.6928183464091732,55.0,200.0,30.0,0.0
825,-2528.0,337.0,2882.0,-0.8771686328938237,-1.486034881967131,-1060.1740409153856,168.0,0.7261904761904762,0.7251107988325587,65.0,240.0,30.0,0.0
754,-2525.0,250.0,2866.0,-0.8810188415910677,-1.962870640566601,-1148.8480007781056,194.0,0.6958762886597938,0.7543171114599686,65.0,170.0,60.0,0.0
180,-2524.0,591.0,3122.0,-0.8084561178731582,-1.2340025734338051,-924.4920406282276,188.0,0.7819148936170213,0.6774484536082475,40.0,200.0,50.0,0.0
663,-2522.0,528.0,3057.0,-0.8249918220477592,-1.344548320882306,-940.7835338035932,188.0,0.723404255319149,0.7368145119010171,60.0,200.0,45.0,0.0
333,-2521.0,567.0,3095.0,-0.8145395799676898,-1.4450344025665287,-1220.585028877907,188.0,0.7659574468085106,0.7076439058494522,45.0,230.0,45.0,0.0
466,-2521.0,594.0,3122.0,-0.8074951953875721,-1.1469166043398225,-901.3073239188732,188.0,0.75,0.7274610269268506,50.0,240.0,50.0,0.0
444,-2519.0,517.0,3043.0,-0.8278015116661189,-1.318643845537435,-996.1037196226188,188.0,0.7446808510638298,0.725524667618943,50.0,220.0,50.0,0.0
136,-2516.0,602.0,3125.0,-0.80512,-1.286334896153358,-934.0791398227957,188.0,0.776595744680851,0.6765620948924034,40.0,160.0,50.0,0.0
587,-2516.0,708.0,3231.0,-0.7787062828845559,-1.1107024359219027,-872.1242838418037,188.0,0.7393617021276596,0.7385244183609305,55.0,240.0,50.0,0.0
696,-2513.0,630.0,3150.0,-0.7977777777777778,-1.4384117850979037,-1058.3574654136696,188.0,0.723404255319149,0.7377582048862326,60.0,230.0,45.0,0.0
611,-2509.0,232.0,2804.0,-0.894793152639087,-2.0103846093035416,-1169.741293785808,194.0,0.7010309278350515,0.7427626137303557,60.0,150.0,60.0,0.0
628,-2509.0,626.0,3152.0,-0.796002538071066,-1.0422488287966913,-859.2664687437763,178.0,0.7134831460674157,0.7221607261456718,60.0,170.0,35.0,0.0
462,-2503.0,337.0,2857.0,-0.8760938046902345,-1.690650313430599,-1055.8761098425725,168.0,0.7738095238095238,0.6842237271131176,50.0,240.0,30.0,0.0
660,-2497.0,269.0,2783.0,-0.8972332015810277,-1.5445493455806576,-1065.0592703407453,168.0,0.7321428571428571,0.7094274146905726,60.0,200.0,30.0,0.0
719,-2489.0,729.0,3225.0,-0.7717829457364341,-1.1197870484168224,-817.5836764562848,188.0,0.7340425531914894,0.7510088781275222,60.0,250.0,50.0,0.0
760,-2487.0,743.0,3247.0,-0.7659377887280566,-0.6688912707980412,-595.5125029526329,178.0,0.6966292134831461,0.7356846913842557,65.0,180.0,35.0,0.0
622,-2485.0,232.0,2798.0,-0.8881343817012152,-2.048938767226597,-1203.0794779282012,194.0,0.7010309278350515,0.7452440033085195,60.0,160.0,60.0,0.0
242,-2481.0,253.0,2776.0,-0.8937319884726225,-1.5998846700734852,-1126.0748602420465,168.0,0.7619047619047619,0.662474645030426,45.0,150.0,30.0,0.0
355,-2476.0,708.0,3191.0,-0.7759323096208085,-1.244431730932222,-1064.8820938450922,188.0,0.7712765957446809,0.714616631920315,45.0,250.0,45.0,0.0
734,-2476.0,291.0,2809.0,-0.8814524741901032,-1.9428290637954213,-1174.6727602832675,194.0,0.6701030927835051,0.7617096018735362,65.0,150.0,70.0,0.0
125,-2462.0,592.0,3061.0,-0.804312316236524,-1.287313559830689,-886.1452232190413,188.0,0.7712765957446809,0.6817055678706481,40.0,150.0,50.0,0.0
738,-2453.0,963.0,3433.0,-0.7145353917856102,-0.6035454251177842,-556.5734962414721,178.0,0.6910112359550562,0.7372028271578497,65.0,160.0,35.0,0.0
420,-2451.0,594.0,3052.0,-0.8030799475753604,-1.3073048602500497,-1032.3801508969057,184.0,0.75,0.719106299666014,50.0,200.0,40.0,0.0
28,-2450.0,272.0,2846.0,-0.8608573436401967,-2.088736763657078,-1338.342945407556,194.0,0.8144329896907216,0.6715348208248817,35.0,170.0,60.0,0.0
564,-2449.0,674.0,3130.0,-0.7824281150159744,-1.3287415221998333,-1005.0961284615278,188.0,0.7393617021276596,0.7385754130015018,55.0,220.0,45.0,0.0
586,-2449.0,798.0,3254.0,-0.7526121696373694,-1.1989964281067722,-940.929502707159,188.0,0.7446808510638298,0.7405790930381094,55.0,240.0,45.0,0.0
297,-2449.0,269.0,2735.0,-0.8954296160877514,-1.7707466965874288,-1035.9291692333345,168.0,0.7738095238095238,0.6719914802981896,45.0,200.0,30.0,0.0
951,-2449.0,426.0,2882.0,-0.8497571131158917,-1.6122889494800412,-1166.8591304670024,192.0,0.7083333333333334,0.7717401522985805,70.0,240.0,55.0,0.0
465,-2447.0,849.0,3303.0,-0.7408416590977899,-1.1077557136249212,-933.6789434437657,188.0,0.7553191489361702,0.731265864694846,50.0,240.0,45.0,0.0
898,-2442.0,449.0,2898.0,-0.8426501035196687,-1.9896273801630109,-1186.173749125789,194.0,0.6958762886597938,0.7732443358089687,70.0,190.0,65.0,0.0
929,-2431.0,380.0,2818.0,-0.8626685592618879,-1.7650380385367703,-1261.980334307509,192.0,0.703125,0.7718883104590629,70.0,220.0,55.0,0.0
749,-2427.0,718.0,3162.0,-0.7675521821631879,-0.7328422606363069,-628.7530116854786,178.0,0.6966292134831461,0.7420588547753108,65.0,170.0,35.0,0.0
914,-2427.0,960.0,3404.0,-0.7129847238542891,-0.5451024610541078,-484.53194632924055,178.0,0.6853932584269663,0.7531767815390872,70.0,210.0,35.0,0.0
443,-2426.0,725.0,3158.0,-0.7682077264091197,-1.2337743077843146,-989.2111213520511,188.0,0.75,0.7314495494493269,50.0,220.0,45.0,0.0
755,-2426.0,402.0,2902.0,-0.8359751895244659,-1.9994308127814182,-1215.6243602628886,194.0,0.7010309278350515,0.7682112798684337,65.0,170.0,65.0,0.0
903,-2408.0,893.0,3318.0,-0.7257383966244726,-0.4994865919937907,-435.15631122370996,178.0,0.6853932584269663,0.755108264714852,70.0,200.0,35.0,0.0
169,-2407.0,561.0,2975.0,-0.8090756302521008,-1.205426794314644,-845.8122773946432,188.0,0.7819148936170213,0.6925257731958763,40.0,190.0,50.0,0.0
281,-2405.0,261.0,2790.0,-0.8620071684587813,-2.283938671099704,-1380.414702490401,194.0,0.7731958762886598,0.7190335886859163,45.0,180.0,60.0,0.0
575,-2401.0,678.0,3086.0,-0.7780298120544394,-1.3729611535470474,-1031.37769615903,188.0,0.7393617021276596,0.7437245226346278,55.0,230.0,45.0,0.0
718,-2397.0,752.0,3156.0,-0.7595057034220533,-1.2069115094990968,-868.4245307050655,188.0,0.7287234042553191,0.751795192007493,60.0,250.0,45.0,0.0
897,-2395.0,286.0,2688.0,-0.8909970238095238,-2.0453093430891927,-1113.4126090158354,194.0,0.6907216494845361,0.7733867888507064,70.0,190.0,60.0,0.0
128,-2395.0,306.0,2793.0,-0.85750089509488,-2.2246174032754307,-1338.280581170771,194.0,0.7938144329896907,0.7010491720389331,40.0,150.0,65.0,0.0
431,-2394.0,655.0,3056.0,-0.7833769633507853,-1.2927538938597378,-1034.450268400113,184.0,0.75,0.7256708510883335,50.0,210.0,40.0,0.0
182,-2394.0,304.0,2705.0,-0.8850277264325324,-2.1981769153717283,-1291.1158497329893,194.0,0.7989690721649485,0.7084766584766584,40.0,200.0,60.0,0.0
269,-2392.0,246.0,2779.0,-0.8607412738395106,-1.9118985507817639,-1479.9513684005763,192.0,0.75,0.7144061671886293,45.0,170.0,55.0,0.0
365,-2387.0,690.0,3084.0,-0.7739948119325551,-1.3216929026498105,-946.4772797799072,184.0,0.7391304347826086,0.7227410693439178,50.0,150.0,40.0,0.0
