,最后收益,最大收益,模拟最大回撤,赢撤率,夏普率,平均收益,开仓次数,胜率,盈亏比,参数1,参数2,参数3,参数4,参数5,s_time,e_time
797,-1159.0,242.0,1572.0,-0.7372773536895675,-1.0320394888890791,-518.4966840964163,56.0,0.7678571428571429,0.5790047221213221,60.0,170.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
798,-1164.0,209.0,1446.0,-0.8049792531120332,-0.9438265439709792,-468.6324320877439,56.0,0.75,0.5672862453531599,60.0,130.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
799,-1164.0,505.0,1741.0,-0.668581275129236,-0.8192608342587255,-433.6762020150491,104.0,0.7115384615384616,0.738954922628392,50.0,120.0,280.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
800,-1164.0,654.0,1871.0,-0.6221272047033671,-0.6908998977878376,-376.4727203162862,105.0,0.7333333333333333,0.7118098539242387,40.0,110.0,280.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
801,-1170.0,569.0,1916.0,-0.6106471816283925,-0.8172262205851551,-456.9089784466267,104.0,0.7403846153846154,0.7480077536075813,50.0,160.0,280.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
802,-1173.0,561.0,1902.0,-0.6167192429022083,-0.8752642545239127,-499.5642520086724,104.0,0.7596153846153846,0.7160493827160493,40.0,140.0,280.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
803,-1185.0,600.0,1984.0,-0.5972782258064516,-0.7689917201578382,-445.1360668282107,104.0,0.7692307692307693,0.7189945458857008,40.0,160.0,280.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
804,-1190.0,209.0,1453.0,-0.8189951823812801,-1.0022680593608926,-516.4201377375334,56.0,0.7678571428571429,0.5296442687747036,50.0,120.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
805,-1190.0,530.0,1866.0,-0.6377277599142551,-0.9377750151154308,-528.9556689197807,104.0,0.7307692307692307,0.7388632872503841,50.0,140.0,280.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
806,-1190.0,229.0,1581.0,-0.7526881720430108,-1.0903316696238408,-571.9701058538452,56.0,0.7857142857142857,0.5410721172387196,50.0,150.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
807,-1191.0,237.0,1485.0,-0.802020202020202,-1.1435732553452476,-583.2735620456574,53.0,0.7924528301886793,0.5358534684333593,50.0,170.0,290.0,12.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
808,-1196.0,393.0,1593.0,-0.7507846829880728,-0.7403236686119452,-374.9003443438337,97.0,0.7010309278350515,0.7048371174728528,50.0,110.0,290.0,10.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
809,-1199.0,240.0,1582.0,-0.7579013906447535,-1.039041556573521,-534.4326871572504,56.0,0.7678571428571429,0.5644751180530331,60.0,160.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
810,-1201.0,356.0,1560.0,-0.7698717948717949,-0.8112293244284483,-403.3406963397526,89.0,0.7191011235955056,0.6915767847971237,50.0,160.0,290.0,14.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
811,-1204.0,379.0,1619.0,-0.74366893143916,-0.8847721185294675,-456.8437571738299,62.0,0.7258064516129032,0.5842541436464088,60.0,110.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
812,-1209.0,281.0,1494.0,-0.8092369477911646,-0.8867661312996468,-436.32401479403137,97.0,0.7216494845360825,0.6817583574624901,40.0,110.0,290.0,10.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
813,-1218.0,350.0,1628.0,-0.7481572481572482,-0.9582987094210824,-512.0547506695575,62.0,0.7580645161290323,0.5618705035971223,50.0,130.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
814,-1223.0,233.0,1510.0,-0.8099337748344371,-1.1465059122903019,-594.3505037622753,53.0,0.7924528301886793,0.5233826968043648,50.0,160.0,290.0,12.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
815,-1235.0,357.0,1712.0,-0.7213785046728972,-1.0686349911558195,-581.9923224078561,62.0,0.7741935483870968,0.5655997186071051,50.0,150.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
816,-1245.0,209.0,1501.0,-0.8294470353097935,-0.9964454090601004,-531.8956255579645,56.0,0.7678571428571429,0.5079051383399209,50.0,110.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
817,-1249.0,209.0,1505.0,-0.8299003322259136,-0.9556882775036888,-500.66621604387194,56.0,0.75,0.5356877323420074,60.0,120.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
818,-1249.0,229.0,1608.0,-0.7767412935323383,-1.0538951578178395,-556.2161841601836,56.0,0.7678571428571429,0.5463131129676716,60.0,150.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
819,-1256.0,337.0,1641.0,-0.765386959171237,-0.9752986823219011,-532.4227904604005,62.0,0.7580645161290323,0.5482014388489208,50.0,120.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
820,-1258.0,370.0,1783.0,-0.7055524397083567,-1.050371086167429,-598.0714322152787,62.0,0.7741935483870968,0.5575096728807597,50.0,170.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
821,-1302.0,368.0,1803.0,-0.7221297836938436,-1.0517054429606334,-613.0223440887642,62.0,0.7741935483870968,0.5420330636651425,50.0,160.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
822,-1304.0,209.0,1560.0,-0.8358974358974359,-0.9492903765090364,-516.141703864303,56.0,0.75,0.5152416356877324,60.0,110.0,290.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
823,-1305.0,379.0,1720.0,-0.7587209302325582,-0.9198003254102619,-525.3996556561663,62.0,0.7580645161290323,0.5305755395683454,50.0,110.0,280.0,10.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
824,-1311.0,237.0,1594.0,-0.8224592220828105,-1.1221660285955037,-609.4960591761255,53.0,0.7735849056603774,0.5296017222820237,60.0,170.0,290.0,12.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
825,-1343.0,233.0,1622.0,-0.8279901356350184,-1.124106520726923,-620.5730008927433,53.0,0.7735849056603774,0.5181198421241479,60.0,160.0,290.0,12.0,1.0,2015-01-01 09:15:00,2016-01-01 09:15:00
826,-1402.0,674.0,2079.0,-0.6743626743626744,-0.6591076174146799,-413.98041066190535,94.0,0.723404255319149,0.6620057859209257,50.0,110.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
827,-1447.0,462.0,1912.0,-0.7567991631799164,-0.8661006139845833,-545.3309399311312,93.0,0.7849462365591398,0.6228824602554079,40.0,140.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
828,-1464.0,444.0,1911.0,-0.7660910518053375,-0.917883575895012,-571.2359775538835,93.0,0.7526881720430108,0.6565798733286418,50.0,140.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
829,-1535.0,513.0,2051.0,-0.7484154071184788,-0.8633831967891056,-544.9080474429283,94.0,0.7659574468085106,0.5935927985173418,40.0,110.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
830,-1537.0,437.0,1977.0,-0.7774405665149215,-0.8645193793395805,-555.5851677082005,93.0,0.7741935483870968,0.5933862433862434,40.0,120.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
831,-1552.0,448.0,2003.0,-0.7748377433849226,-0.8898389567687737,-590.5069633975259,93.0,0.7849462365591398,0.5955173312483711,40.0,130.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
832,-1569.0,430.0,2002.0,-0.7837162837162838,-0.939714439791818,-616.412001020278,93.0,0.7526881720430108,0.6319493314567206,50.0,130.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
833,-1574.0,419.0,1996.0,-0.7885771543086172,-0.929731479402219,-595.4435786251754,93.0,0.7419354838709677,0.6249702168215392,50.0,120.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
834,-1583.0,466.0,2052.0,-0.7714424951267057,-0.9972751370564413,-667.7060323938273,93.0,0.7634408602150538,0.6340730466944059,50.0,150.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
835,-1598.0,484.0,2085.0,-0.7664268585131895,-0.9590720770250852,-659.4195000637674,93.0,0.7956989247311828,0.5902564102564103,40.0,150.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
836,-1631.0,497.0,2131.0,-0.7653683716564993,-0.9448440964038625,-652.456281086596,93.0,0.7741935483870968,0.6303263825929284,50.0,170.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
837,-1687.0,515.0,2205.0,-0.765079365079365,-0.9088693154306874,-658.1450962887387,93.0,0.8064516129032258,0.5767686904164576,40.0,170.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
838,-1689.0,483.0,2175.0,-0.776551724137931,-0.953600491798625,-669.5629256472389,93.0,0.7741935483870968,0.6171804170444244,50.0,160.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
839,-1704.0,501.0,2208.0,-0.7717391304347826,-0.9174014159043352,-661.276393317179,93.0,0.8064516129032258,0.5725037631710989,40.0,160.0,290.0,12.0,2.0,2015-01-01 09:15:00,2016-01-01 09:15:00
840,488.0,681.0,301.0,1.6212624584717608,1.7557137543402452,332.59980797655294,78.0,0.6282051282051282,1.250770811921891,40.0,120.0,260.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
841,471.0,620.0,290.0,1.6241379310344828,1.155171910395868,250.1202546837298,72.0,0.625,1.2796912114014252,40.0,110.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
842,471.0,677.0,310.0,1.5193548387096774,1.9487781312813812,343.8924163371527,77.0,0.6233766233766234,1.2392077196546472,50.0,120.0,260.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
843,466.0,619.0,208.0,2.2403846153846154,1.0945193410129175,284.77465037836197,29.0,0.5862068965517241,1.667621776504298,40.0,120.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
844,455.0,567.0,277.0,1.6425992779783394,0.9442361291584522,227.29418750078958,60.0,0.6333333333333333,1.322695035460993,40.0,110.0,280.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
845,446.0,657.0,211.0,2.1137440758293837,1.1229355476368825,297.35016486223583,29.0,0.5862068965517241,1.6389684813753582,40.0,130.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
846,444.0,597.0,207.0,2.1449275362318843,1.046913897128084,268.2712078527483,29.0,0.5862068965517241,1.631578947368421,40.0,120.0,290.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
847,438.0,595.0,208.0,2.105769230769231,1.0938196247632985,274.14454817640893,29.0,0.5862068965517241,1.627507163323782,40.0,110.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
848,431.0,524.0,255.0,1.6901960784313725,0.9943917370786913,219.14744116123654,53.0,0.6415094339622641,1.3383045525902668,40.0,110.0,290.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
849,429.0,597.0,217.0,1.976958525345622,1.0773293941779594,271.69352047197344,29.0,0.5862068965517241,1.5836734693877552,50.0,120.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
850,416.0,576.0,207.0,2.0096618357487923,1.0443205873830563,257.6411056507953,29.0,0.5862068965517241,1.5917496443812233,40.0,110.0,290.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
851,409.0,640.0,231.0,1.7705627705627707,1.10497085813747,284.26903495584725,29.0,0.5862068965517241,1.5564625850340135,50.0,130.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
852,403.0,577.0,216.0,1.8657407407407407,1.0268750603196528,254.51606301401014,29.0,0.5862068965517241,1.5416666666666665,50.0,120.0,290.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
853,402.0,779.0,377.0,1.06631299734748,1.3707483941368195,316.984878153543,72.0,0.6388888888888888,1.231433506044905,40.0,130.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
854,401.0,578.0,217.0,1.847926267281106,1.0751216643762838,261.06341827002035,29.0,0.5862068965517241,1.545578231292517,50.0,110.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
855,399.0,539.0,270.0,1.4777777777777779,1.002753236334862,195.47923746478517,72.0,0.625,1.2251693002257336,50.0,110.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
856,391.0,531.0,270.0,1.4481481481481482,1.0028511383889025,192.00869158760437,72.0,0.625,1.2196629213483146,60.0,110.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
857,383.0,486.0,277.0,1.3826714801444044,0.7861760182925248,172.65317028184495,60.0,0.6333333333333333,1.2556742323097463,50.0,110.0,280.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
858,379.0,614.0,335.0,1.1313432835820896,1.9867695218165125,302.5146228381571,77.0,0.6233766233766234,1.1838913148956816,60.0,120.0,260.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
859,375.0,559.0,216.0,1.7361111111111112,1.0224485789958064,243.88596081205705,29.0,0.5862068965517241,1.5040322580645162,50.0,110.0,290.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
860,375.0,478.0,277.0,1.3537906137184115,0.7813718865473787,169.18262440466415,60.0,0.6333333333333333,1.249003984063745,60.0,110.0,280.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
861,374.0,572.0,242.0,1.5454545454545454,1.0286369732838487,249.1146455777758,29.0,0.5862068965517241,1.4734177215189872,60.0,120.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
862,364.0,559.0,252.0,1.4444444444444444,0.9711847305198089,197.3996361661003,48.0,0.625,1.2859387274155538,40.0,120.0,290.0,18.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
863,361.0,564.0,301.0,1.1993355481727574,1.0886121130852993,218.2030900615233,66.0,0.6212121212121212,1.2139893301719027,40.0,120.0,270.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
864,359.0,452.0,255.0,1.407843137254902,0.8270606174073426,164.5064239422919,53.0,0.6415094339622641,1.263582966226138,50.0,110.0,290.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
865,354.0,615.0,262.0,1.3511450381679388,1.0566100154724631,261.69016006164964,29.0,0.5862068965517241,1.448101265822785,60.0,130.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
866,352.0,545.0,302.0,1.1655629139072847,1.6179292231883446,247.85343052414822,78.0,0.6282051282051282,1.1808838643371018,40.0,110.0,260.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
867,351.0,444.0,255.0,1.3764705882352941,0.8221909523127907,161.03587806511112,53.0,0.6415094339622641,1.2562043795620437,60.0,110.0,290.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
868,348.0,552.0,241.0,1.4439834024896265,0.9747061836460948,231.93718811981253,29.0,0.5862068965517241,1.4355444305381728,60.0,120.0,290.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
869,347.0,525.0,223.0,1.5560538116591929,1.7250300826632676,283.45853177861716,40.0,0.6,1.3633507853403142,40.0,120.0,270.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
870,346.0,553.0,242.0,1.4297520661157024,1.023463094916369,238.48454337582274,29.0,0.5862068965517241,1.4379746835443037,60.0,110.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
871,343.0,539.0,226.0,1.5176991150442478,1.7759195217097405,293.1086953775408,40.0,0.6,1.3521560574948666,40.0,120.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
872,343.0,549.0,310.0,1.1064516129032258,1.8775788063315584,266.2879467387597,77.0,0.6233766233766234,1.1742001015744032,50.0,110.0,260.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
873,343.0,711.0,368.0,0.9320652173913043,1.0882668681429533,247.18664173730687,71.0,0.6338028169014085,1.1965616045845273,50.0,170.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
874,340.0,538.0,257.0,1.3229571984435797,0.8542451455795637,183.6959712975479,48.0,0.6458333333333334,1.2554470323065363,40.0,130.0,290.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
875,339.0,716.0,377.0,0.8992042440318302,0.9467815705415473,230.95079399168742,72.0,0.6388888888888888,1.1943807339449541,40.0,170.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
876,338.0,491.0,338.0,1.0,0.9153544026658866,177.83550412471416,50.0,0.64,1.2505559673832467,40.0,120.0,290.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
877,330.0,528.0,257.0,1.284046692607004,0.7932984853066212,161.9920537665652,48.0,0.6458333333333334,1.2479338842975207,40.0,120.0,290.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
878,330.0,698.0,368.0,0.8967391304347826,1.2530686529311732,262.34386093459835,72.0,0.6388888888888888,1.180821917808219,50.0,130.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
879,329.0,660.0,358.0,0.9189944134078212,2.3884597138940626,359.11444344783155,45.0,0.6222222222222222,1.2982774252039893,40.0,120.0,260.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
880,329.0,706.0,377.0,0.8726790450928382,1.2713844944319488,268.9588539232159,72.0,0.6388888888888888,1.1894070236039147,40.0,120.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
881,328.0,696.0,368.0,0.8913043478260869,1.0694703945881223,238.4230327071516,71.0,0.6338028169014085,1.1879656160458452,50.0,160.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
882,327.0,597.0,270.0,1.211111111111111,1.1889045444946968,240.6074257488283,48.0,0.625,1.2407952871870398,60.0,130.0,290.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
883,326.0,644.0,318.0,1.0251572327044025,1.1483135321851052,264.0579354952815,53.0,0.660377358490566,1.2456669178598343,40.0,130.0,290.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
884,325.0,585.0,260.0,1.25,1.7937604384116765,309.79420645047185,40.0,0.6,1.3336755646817249,40.0,130.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
885,324.0,701.0,377.0,0.8594164456233422,0.9266415043733636,222.18718496153215,72.0,0.6388888888888888,1.1857798165137616,40.0,160.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
886,323.0,664.0,368.0,0.8777173913043478,2.3089749772508115,357.25134858572204,44.0,0.6363636363636364,1.2891674127126231,40.0,130.0,260.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
887,320.0,688.0,368.0,0.8695652173913043,1.098957177698198,239.30117361698902,71.0,0.6338028169014085,1.1833810888252148,50.0,150.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
888,320.0,534.0,241.0,1.3278008298755186,0.9670395189257628,221.30708591785944,29.0,0.5862068965517241,1.400500625782228,60.0,110.0,290.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
889,318.0,506.0,223.0,1.4260089686098654,1.703094995433398,268.8202938464065,40.0,0.6,1.3329842931937175,40.0,110.0,270.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
890,318.0,686.0,368.0,0.8641304347826086,1.2055454363892182,253.50615864674003,71.0,0.6338028169014085,1.1822349570200572,50.0,140.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
891,317.0,587.0,270.0,1.174074074074074,1.1476753075901664,218.90350821784554,48.0,0.625,1.2334315169366716,60.0,120.0,290.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
892,316.0,693.0,377.0,0.8381962864721485,0.951232336198502,223.06532587136957,72.0,0.6388888888888888,1.1811926605504586,40.0,150.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
893,314.0,485.0,219.0,1.4337899543378996,1.8430814242618216,266.6452366815316,35.0,0.6285714285714286,1.3572241183162685,40.0,120.0,280.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
894,314.0,691.0,377.0,0.8328912466843501,1.0468480533056965,237.27031090112055,72.0,0.6388888888888888,1.1800458715596331,40.0,140.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
895,311.0,551.0,252.0,1.2341269841269842,0.9572156463890088,197.0012759452733,48.0,0.6458333333333334,1.2275054864667154,50.0,130.0,290.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
896,310.0,513.0,235.0,1.3191489361702127,1.7811337022282783,277.6140960369898,40.0,0.6,1.307845084409136,50.0,120.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
897,306.0,512.0,226.0,1.3539823008849559,1.7255728169439941,271.3301413646298,40.0,0.6,1.3141683778234086,40.0,110.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
898,305.0,703.0,398.0,0.7663316582914573,1.077538513783878,239.56003891001427,71.0,0.6338028169014085,1.17106001121705,60.0,170.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
899,303.0,519.0,310.0,0.9774193548387097,1.0638866824099549,192.8721780764809,66.0,0.6212121212121212,1.172945205479452,50.0,120.0,270.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
900,301.0,541.0,252.0,1.1944444444444444,0.9016214418377764,175.29735841429058,48.0,0.6458333333333334,1.2201901975128018,50.0,120.0,290.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
901,300.0,495.0,252.0,1.1904761904761905,0.8749071185607543,161.52715489470293,48.0,0.625,1.2356637863315003,40.0,110.0,290.0,18.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
902,300.0,641.0,368.0,0.8152173913043478,2.4409118946490453,348.00971487044734,44.0,0.6363636363636364,1.2685765443151298,40.0,120.0,260.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
903,296.0,524.0,228.0,1.2982456140350878,1.856254586283013,283.33074775446266,35.0,0.6285714285714286,1.3367463026166098,40.0,130.0,280.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
904,293.0,499.0,348.0,0.8419540229885057,0.8796345481536486,158.6494182447541,50.0,0.64,1.2091363311920058,50.0,120.0,290.0,14.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
905,292.0,553.0,261.0,1.1187739463601531,1.1280190304306386,205.320830754071,48.0,0.6041666666666666,1.2139194139194138,60.0,120.0,290.0,18.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
906,292.0,559.0,267.0,1.0936329588014981,1.7917053733480108,294.29960710992077,40.0,0.6,1.2899702085402185,50.0,130.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
907,292.0,690.0,398.0,0.7336683417085427,1.2418015737189416,254.71725810730572,72.0,0.6388888888888888,1.156736446591519,60.0,130.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
908,291.0,546.0,356.0,0.8174157303370787,2.319566694190657,286.08187526055815,73.0,0.6301369863013698,1.147267206477733,60.0,120.0,260.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
909,290.0,688.0,398.0,0.7286432160804021,1.0576433197655688,230.796429879859,71.0,0.6338028169014085,1.162647223780146,60.0,160.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
910,289.0,500.0,393.0,0.7353689567430025,0.5224485281949451,138.37021362608488,29.0,0.6206896551724138,1.3837981407702524,40.0,140.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
911,285.0,488.0,260.0,1.0961538461538463,1.7511798217411574,259.191278092904,40.0,0.6,1.2761627906976745,60.0,120.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
912,284.0,515.0,252.0,1.126984126984127,0.8761874440906493,165.830109781826,48.0,0.625,1.2079062957540263,50.0,120.0,290.0,18.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
913,282.0,507.0,331.0,0.851963746223565,1.9941358097716906,246.61626893389086,73.0,0.6438356164383562,1.1425682507583417,50.0,120.0,260.0,16.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
914,282.0,680.0,398.0,0.7085427135678392,1.08659267067446,231.67457078969642,71.0,0.6338028169014085,1.158160403813797,60.0,150.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
915,280.0,678.0,398.0,0.7035175879396985,1.1927698880634514,245.87955581944743,71.0,0.6338028169014085,1.1570386988222099,60.0,140.0,270.0,10.0,2.0,2016-01-01 09:15:00,2017-01-01 09:15:00
916,279.0,610.0,358.0,0.7793296089385475,2.321053970912547,329.3609030155261,45.0,0.6222222222222222,1.2529465095194923,40.0,110.0,260.0,18.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
917,277.0,496.0,393.0,0.7048346055979644,0.49243120275150704,127.44459744558283,29.0,0.6206896551724138,1.3678618857901725,40.0,170.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
918,277.0,468.0,219.0,1.264840182648402,1.787911498858271,244.8666826686206,35.0,0.6285714285714286,1.3151308304891922,40.0,110.0,280.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
919,274.0,486.0,393.0,0.6972010178117048,0.47611293704465574,123.0722361888399,29.0,0.6206896551724138,1.3638778220451526,40.0,150.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
920,273.0,496.0,235.0,1.1617021276595745,1.724045503576355,255.83554202407873,40.0,0.6,1.2711022840119166,50.0,110.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
921,272.0,629.0,384.0,0.7083333333333334,2.303143471109193,334.29994820420177,44.0,0.6363636363636364,1.2328767123287672,50.0,130.0,260.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
922,268.0,476.0,219.0,1.2237442922374429,1.8403743268099533,249.34989956668394,35.0,0.6285714285714286,1.2897297297297299,50.0,120.0,280.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
923,268.0,529.0,356.0,0.7528089887640449,0.6714152432007949,168.90678019631872,29.0,0.5862068965517241,1.339240506329114,60.0,140.0,290.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
924,267.0,534.0,267.0,1.0,1.764810541687827,275.87678916583496,40.0,0.6,1.2587209302325582,60.0,130.0,270.0,16.0,1.0,2016-01-01 09:15:00,2017-01-01 09:15:00
