,最后收益,最大收益,模拟最大回撤,赢撤率,夏普率,平均收益,开仓次数,胜率,盈亏比,参数1,参数2,参数3,参数4
1152,-97.0,510.0,635.0,-0.15275590551181104,1.0512355582454116,117.67134301951285,43.0,0.6976744186046512,0.9433411214953271,50.0,200.0,320.0,50.0
1509,-96.0,523.0,647.0,-0.14837712519319937,1.142951789064315,135.8145515008638,43.0,0.6976744186046512,0.9475696340797378,55.0,225.0,320.0,50.0
1149,-93.0,416.0,689.0,-0.13497822931785197,0.012401983651745345,2.164240490206522,48.0,0.6666666666666666,0.9523076923076923,50.0,200.0,310.0,50.0
1803,-92.0,655.0,775.0,-0.11870967741935484,1.2215851509445328,185.99586399825853,43.0,0.6511627906976745,0.9525528623001547,65.0,175.0,320.0,50.0
1893,-91.0,334.0,1034.0,-0.08800773694390715,-0.32071657592847586,-97.80676581337508,65.0,0.5846153846153846,0.9689525759126579,65.0,200.0,270.0,50.0
1698,-89.0,662.0,779.0,-0.11424903722721438,1.614803557971426,259.3696742609155,43.0,0.6744186046511628,0.9542651593011305,60.0,210.0,320.0,50.0
1239,-89.0,563.0,852.0,-0.10446009389671361,0.2561767853707009,74.17160470383357,71.0,0.6338028169014085,0.9687609687609688,50.0,225.0,260.0,50.0
1842,-88.0,471.0,595.0,-0.14789915966386555,0.5762659772755467,91.66519691166185,48.0,0.625,0.9606616003576217,65.0,185.0,310.0,50.0
289,-87.0,646.0,733.0,-0.11869031377899045,0.832483457991604,156.2423289441385,47.0,0.723404255319149,0.9418449197860962,35.0,175.0,310.0,55.0
493,-86.0,598.0,744.0,-0.11559139784946236,0.8694999071348412,165.7533683172077,50.0,0.72,0.9458779106356199,35.0,225.0,290.0,55.0
1746,-86.0,508.0,965.0,-0.08911917098445596,0.10742510827336157,34.36590415406491,65.0,0.6,0.9702112919986144,60.0,225.0,270.0,50.0
1209,-86.0,509.0,684.0,-0.12573099415204678,0.2737930857546362,54.80854897202062,52.0,0.6346153846153846,0.9570644033949076,50.0,215.0,300.0,50.0
1719,-85.0,666.0,779.0,-0.10911424903722722,1.633435730500729,261.6946769240745,43.0,0.6744186046511628,0.9563206577595067,60.0,215.0,320.0,50.0
1341,-85.0,534.0,647.0,-0.13137557959814528,0.5141474944766368,72.08856045834125,43.0,0.6744186046511628,0.9517867271695972,55.0,185.0,320.0,50.0
2,-84.0,356.0,615.0,-0.13658536585365855,-0.20853546995845929,-25.307810234867468,65.0,0.7230769230769231,0.9549597855227882,30.0,170.0,270.0,50.0
292,-84.0,340.0,452.0,-0.18584070796460178,0.7479547233848541,81.7585834772983,42.0,0.7142857142857143,0.9353846153846154,35.0,175.0,320.0,55.0
627,-83.0,395.0,506.0,-0.16403162055335968,1.157937400742107,107.69114302784969,43.0,0.7209302325581395,0.9422005571030642,40.0,195.0,320.0,50.0
1362,-83.0,536.0,647.0,-0.12828438948995363,0.5183627423779453,72.93114691837765,43.0,0.6744186046511628,0.9529211571185479,55.0,190.0,320.0,50.0
1923,-81.0,536.0,653.0,-0.12404287901990811,0.6317547126909611,111.91568670134177,52.0,0.6153846153846154,0.9658371994938846,65.0,205.0,300.0,50.0
588,-80.0,490.0,742.0,-0.1078167115902965,0.16713443251771018,28.114015626953947,71.0,0.676056338028169,0.9665271966527197,40.0,190.0,260.0,50.0
220,-77.0,529.0,713.0,-0.10799438990182328,0.7754668834803758,151.82981719150197,50.0,0.74,0.9454674220963173,30.0,220.0,290.0,55.0
1863,-76.0,483.0,595.0,-0.12773109243697478,0.6160992534064138,99.81779823907294,48.0,0.625,0.9660259275815825,65.0,190.0,310.0,50.0
1626,-76.0,563.0,675.0,-0.11259259259259259,0.922165782423934,177.4534688225132,53.0,0.6226415094339622,0.9676870748299319,60.0,195.0,290.0,50.0
1629,-76.0,546.0,658.0,-0.11550151975683891,0.6811686146789728,118.78037969700198,52.0,0.6153846153846154,0.9667396061269146,60.0,195.0,300.0,50.0
129,-75.0,319.0,615.0,-0.12195121951219512,-0.29440277489848743,-34.910582699192716,65.0,0.7230769230769231,0.9597855227882038,30.0,200.0,270.0,50.0
1641,-75.0,363.0,965.0,-0.07772020725388601,-0.1342293359212135,-40.698363662468914,65.0,0.6,0.974021475580187,60.0,200.0,270.0,50.0
519,-75.0,298.0,577.0,-0.12998266897746968,-0.1869812340362866,-22.665419227544938,48.0,0.6875,0.952919020715631,40.0,170.0,310.0,50.0
1776,-74.0,400.0,603.0,-0.12271973466003316,0.4802704579976791,69.67237586205299,52.0,0.5961538461538461,0.9678679982631352,65.0,170.0,300.0,50.0
1440,-74.0,372.0,755.0,-0.09801324503311258,-0.0829104030297407,-15.33332098245094,52.0,0.6346153846153846,0.9656930922577653,55.0,210.0,300.0,50.0
1419,-74.0,372.0,755.0,-0.09801324503311258,-0.0829104030297407,-15.33332098245094,52.0,0.6346153846153846,0.9656930922577653,55.0,205.0,300.0,50.0
297,-73.0,449.0,664.0,-0.10993975903614457,-0.02362877279917641,-3.668559439393448,65.0,0.6923076923076923,0.9630566801619433,35.0,180.0,270.0,50.0
1338,-73.0,332.0,748.0,-0.09759358288770054,-0.15035230167588234,-25.824226873358683,48.0,0.6458333333333334,0.9637717121588089,55.0,185.0,310.0,50.0
1944,-72.0,545.0,653.0,-0.11026033690658499,0.6804909772239963,120.5192372712578,52.0,0.6153846153846154,0.9696330662167861,65.0,210.0,300.0,50.0
1173,-71.0,536.0,635.0,-0.11181102362204724,1.2236622215943016,138.64391479743782,43.0,0.6976744186046512,0.9585280373831775,50.0,205.0,320.0,50.0
1194,-71.0,536.0,635.0,-0.11181102362204724,1.2236622215943016,138.64391479743782,43.0,0.6976744186046512,0.9585280373831775,50.0,210.0,320.0,50.0
1527,-69.0,475.0,580.0,-0.11896551724137931,0.694020487672593,103.13471416198492,48.0,0.625,0.9678471575023299,60.0,170.0,310.0,50.0
1134,-68.0,613.0,745.0,-0.0912751677852349,0.4314439279883994,120.93615365732785,71.0,0.6338028169014085,0.976131976131976,50.0,200.0,260.0,50.0
108,-68.0,301.0,615.0,-0.11056910569105691,-0.32702902526030586,-38.0773149799221,65.0,0.7230769230769231,0.9635388739946381,30.0,195.0,270.0,50.0
708,-68.0,416.0,585.0,-0.11623931623931624,0.36149488010546443,51.52366506259582,48.0,0.6875,0.9573132454488388,40.0,215.0,310.0,50.0
1215,-67.0,540.0,635.0,-0.10551181102362205,1.2385018701222437,140.96891746059683,43.0,0.6976744186046512,0.9608644859813084,50.0,215.0,320.0,50.0
1170,-67.0,442.0,689.0,-0.09724238026124818,0.13036398817916434,23.136812268131482,48.0,0.6666666666666666,0.9656410256410257,50.0,205.0,310.0,50.0
1191,-67.0,442.0,689.0,-0.09724238026124818,0.13036398817916434,23.136812268131482,48.0,0.6666666666666666,0.9656410256410257,50.0,210.0,310.0,50.0
1272,-67.0,314.0,747.0,-0.08969210174029452,-0.34000052413555676,-57.57663182173972,52.0,0.6153846153846154,0.9679272379128769,55.0,170.0,300.0,50.0
258,-64.0,554.0,687.0,-0.09315866084425037,0.42390443404654504,63.62765331690666,61.0,0.6885245901639344,0.9655913978494624,35.0,170.0,280.0,50.0
10,-64.0,390.0,708.0,-0.0903954802259887,0.3091540245456186,54.17463375774053,50.0,0.72,0.9534883720930232,30.0,170.0,290.0,55.0
241,-62.0,544.0,713.0,-0.08695652173913043,0.8425627392863908,164.52121958788194,50.0,0.74,0.9560906515580736,30.0,225.0,290.0,55.0
1359,-61.0,344.0,748.0,-0.08155080213903744,-0.10062778481334876,-17.6716255459476,48.0,0.6458333333333334,0.969727047146402,55.0,190.0,310.0,50.0
1992,-60.0,687.0,775.0,-0.07741935483870968,1.768808194384434,288.30875507737056,43.0,0.6744186046511628,0.9701046337817638,65.0,220.0,320.0,50.0
262,-59.0,467.0,744.0,-0.0793010752688172,0.43777888782109536,70.0048400020379,50.0,0.7,0.9617380025940339,35.0,170.0,290.0,55.0
540,-59.0,314.0,577.0,-0.1022530329289428,-0.06763910156145042,-8.27011842952355,48.0,0.6875,0.9629629629629629,40.0,175.0,310.0,50.0
1080,-59.0,437.0,583.0,-0.10120068610634649,0.4179081008014922,78.22326535716437,53.0,0.6415094339622641,0.9717162032598274,50.0,185.0,290.0,50.0
561,-58.0,315.0,585.0,-0.09914529914529914,-0.06981312745946422,-8.643178376075106,48.0,0.6875,0.9635907093534213,40.0,180.0,310.0,50.0
1935,-57.0,368.0,1034.0,-0.0551257253384913,-0.24061624971895573,-74.64600364042259,65.0,0.5846153846153846,0.9805527123848515,65.0,210.0,270.0,50.0
1914,-57.0,368.0,1034.0,-0.0551257253384913,-0.24061624971895573,-74.64600364042259,65.0,0.5846153846153846,0.9805527123848515,65.0,205.0,270.0,50.0
1305,-57.0,368.0,872.0,-0.06536697247706422,-0.15589478584678543,-42.72661630594371,65.0,0.6,0.9785875281743049,55.0,180.0,270.0,50.0
313,-56.0,332.0,439.0,-0.1275626423690205,0.8263707665023096,84.01715074406347,42.0,0.7142857142857143,0.9569230769230769,35.0,180.0,320.0,55.0
321,-55.0,539.0,687.0,-0.08005822416302766,0.44364151396287693,63.83462940405449,61.0,0.6885245901639344,0.9704301075268817,35.0,185.0,280.0,50.0
1845,-54.0,693.0,775.0,-0.0696774193548387,1.3651242285747804,210.17713017984428,43.0,0.6511627906976745,0.9721505930892211,65.0,185.0,320.0,50.0
150,-53.0,333.0,615.0,-0.08617886178861789,-0.15681556085592113,-18.72471272619483,65.0,0.7230769230769231,0.9715817694369974,30.0,205.0,270.0,50.0
171,-53.0,333.0,615.0,-0.08617886178861789,-0.15681556085592113,-18.72471272619483,65.0,0.7230769230769231,0.9715817694369974,30.0,210.0,270.0,50.0
1866,-52.0,695.0,775.0,-0.06709677419354838,1.3695722956524858,211.0197166398807,43.0,0.6511627906976745,0.9731820526044352,65.0,190.0,320.0,50.0
1530,-51.0,700.0,779.0,-0.06546854942233633,1.4559109480534302,219.41752312316763,43.0,0.6511627906976745,0.9728434504792332,60.0,170.0,320.0,50.0
1731,-50.0,723.0,809.0,-0.06180469715698393,1.277947312946685,283.9572782978014,53.0,0.6226415094339622,0.9787414965986395,60.0,220.0,290.0,50.0
1734,-50.0,706.0,792.0,-0.06313131313131314,1.1043654059985168,225.28418917229018,52.0,0.6153846153846154,0.9781181619256019,60.0,220.0,300.0,50.0
1755,-50.0,706.0,792.0,-0.06313131313131314,1.1043654059985168,225.28418917229018,52.0,0.6153846153846154,0.9781181619256019,60.0,225.0,300.0,50.0
1752,-50.0,723.0,809.0,-0.06180469715698393,1.277947312946685,283.9572782978014,53.0,0.6226415094339622,0.9787414965986395,60.0,225.0,290.0,50.0
798,-49.0,531.0,644.0,-0.07608695652173914,0.4354940832845909,103.16952975559147,71.0,0.6338028169014085,0.9813475447278264,45.0,180.0,260.0,50.0
1101,-47.0,449.0,583.0,-0.08061749571183534,0.4535443420802827,86.37586668457544,53.0,0.6415094339622641,0.9774688398849473,50.0,190.0,290.0,50.0
310,-47.0,650.0,712.0,-0.06601123595505617,0.919755895501023,166.65349753831475,47.0,0.723404255319149,0.9685828877005347,35.0,180.0,310.0,55.0
24,-46.0,379.0,615.0,-0.07479674796747968,-0.010024608243999412,-1.2446817872344367,65.0,0.7230769230769231,0.9753351206434315,30.0,175.0,270.0,50.0
582,-45.0,328.0,585.0,-0.07692307692307693,0.03517484420334896,4.354779096749094,48.0,0.6875,0.9717514124293785,40.0,185.0,310.0,50.0
1548,-44.0,500.0,580.0,-0.07586206896551724,0.8077356152022216,121.40190080080033,48.0,0.625,0.9794967381174278,60.0,175.0,310.0,50.0
1569,-43.0,501.0,580.0,-0.07413793103448275,0.7961329153652033,121.02884085424878,48.0,0.625,0.9799627213420317,60.0,180.0,310.0,50.0
342,-43.0,551.0,687.0,-0.06259097525473072,0.4919831898135476,71.98723073146557,61.0,0.6885245901639344,0.9768817204301075,35.0,190.0,280.0,50.0
2013,-42.0,705.0,775.0,-0.05419354838709677,1.8498460339536247,295.88989805890446,43.0,0.6744186046511628,0.9790732436472346,65.0,225.0,320.0,50.0
1683,-41.0,389.0,965.0,-0.04248704663212435,-0.056892110652949385,-17.537601489516415,65.0,0.6,0.9857984066505022,60.0,210.0,270.0,50.0
334,-41.0,345.0,437.0,-0.09382151029748284,0.966821069121042,97.85769467692407,42.0,0.7142857142857143,0.9684615384615385,35.0,185.0,320.0,55.0
1662,-41.0,389.0,965.0,-0.04248704663212435,-0.056892110652949385,-17.537601489516415,65.0,0.6,0.9857984066505022,60.0,205.0,270.0,50.0
630,-41.0,515.0,742.0,-0.05525606469002695,0.29707935990715845,51.76906937645026,71.0,0.676056338028169,0.9828451882845188,40.0,200.0,260.0,50.0
1572,-39.0,712.0,779.0,-0.05006418485237484,1.5027361705807654,227.79971191566818,43.0,0.6511627906976745,0.9792332268370608,60.0,180.0,320.0,50.0
1797,-36.0,438.0,603.0,-0.05970149253731343,0.6412583337184925,96.68130091844249,52.0,0.5961538461538461,0.984368215371255,65.0,175.0,300.0,50.0
31,-35.0,419.0,708.0,-0.04943502824858757,0.4609030853777036,80.41157617329523,50.0,0.72,0.974563953488372,30.0,175.0,290.0,55.0
1818,-35.0,439.0,611.0,-0.057283142389525366,0.6307794443078818,96.30824097189094,52.0,0.5961538461538461,0.9848024316109422,65.0,180.0,300.0,50.0
331,-34.0,663.0,712.0,-0.047752808988764044,0.9914830342637688,179.65145501113895,47.0,0.723404255319149,0.9772727272727272,35.0,185.0,310.0,55.0
603,-33.0,340.0,585.0,-0.05641025641025641,0.0988532026468662,12.507380424160178,48.0,0.6875,0.9792843691148777,40.0,190.0,310.0,50.0
1551,-31.0,720.0,779.0,-0.03979460847240052,1.549362075522343,234.28783885803742,43.0,0.6511627906976745,0.9834930777422791,60.0,175.0,320.0,50.0
1293,-29.0,352.0,747.0,-0.038821954484605084,-0.17229450149283843,-30.567706765350216,52.0,0.6153846153846154,0.9861177596936334,55.0,175.0,300.0,50.0
1314,-28.0,353.0,755.0,-0.03708609271523179,-0.1723258298833999,-30.940766711901773,52.0,0.6153846153846154,0.9865964576352322,55.0,180.0,300.0,50.0
879,-28.0,505.0,561.0,-0.049910873440285206,1.6020951683685833,157.83819108976468,43.0,0.6976744186046512,0.9823008849557522,45.0,195.0,320.0,50.0
384,-28.0,576.0,687.0,-0.040756914119359534,0.556487657446972,84.94714903037854,61.0,0.6885245901639344,0.9849462365591397,35.0,200.0,280.0,50.0
139,-27.0,571.0,678.0,-0.03982300884955752,0.9767391913727271,149.16104006780634,49.0,0.7346938775510204,0.9804347826086955,30.0,200.0,300.0,55.0
19,-27.0,375.0,424.0,-0.06367924528301887,1.2933576568702043,123.3358174045547,42.0,0.7380952380952381,0.9769820971867007,30.0,170.0,320.0,55.0
465,-26.0,623.0,713.0,-0.0364656381486676,0.6239352767998636,112.74219694408292,65.0,0.6923076923076923,0.9868421052631579,35.0,220.0,270.0,50.0
960,-26.0,532.0,655.0,-0.03969465648854962,0.49767070909160915,93.12168552492022,48.0,0.6666666666666666,0.9852941176470588,45.0,215.0,310.0,50.0
1263,-24.0,401.0,872.0,-0.027522935779816515,-0.03378137239496425,-9.695677345548356,65.0,0.6,0.9909842223891809,55.0,170.0,270.0,50.0
1026,-24.0,583.0,635.0,-0.03779527559055118,0.7543058085694447,107.29531422960599,43.0,0.6744186046511628,0.9854014598540146,50.0,170.0,320.0,50.0
355,-23.0,357.0,431.0,-0.05336426914153132,1.0895194465290947,110.54077412243122,42.0,0.7142857142857143,0.9823076923076922,35.0,190.0,320.0,55.0
1155,-22.0,651.0,737.0,-0.029850746268656716,0.5429075265828772,154.63253037159174,71.0,0.6338028169014085,0.9922779922779923,50.0,205.0,260.0,50.0
1176,-22.0,651.0,737.0,-0.029850746268656716,0.5429075265828772,154.63253037159174,71.0,0.6338028169014085,0.9922779922779923,50.0,210.0,260.0,50.0
648,-22.0,456.0,506.0,-0.043478260869565216,1.5095596941842417,130.74458683982604,43.0,0.7209302325581395,0.9846796657381616,40.0,200.0,320.0,50.0
1650,-21.0,564.0,621.0,-0.033816425120772944,0.8250649963311977,143.94208671245755,52.0,0.6153846153846154,0.9908096280087527,60.0,200.0,300.0,50.0
1647,-21.0,581.0,638.0,-0.032915360501567396,1.0749692212308657,202.61517583796876,53.0,0.6226415094339622,0.9910714285714287,60.0,200.0,290.0,50.0
255,-21.0,523.0,664.0,-0.03162650602409638,0.24056844720882542,41.6766369164787,65.0,0.6923076923076923,0.9893724696356275,35.0,170.0,270.0,50.0
279,-20.0,590.0,687.0,-0.02911208151382824,0.6107042427324805,94.51597663830596,61.0,0.6885245901639344,0.9892473118279569,35.0,175.0,280.0,50.0
283,-18.0,508.0,744.0,-0.024193548387096774,0.6586523082172947,104.39438374500368,50.0,0.7,0.9883268482490273,35.0,175.0,290.0,55.0
1122,-17.0,456.0,583.0,-0.029159519725557463,0.5164332337880942,98.35727551885284,53.0,0.6415094339622641,0.991850431447747,50.0,195.0,290.0,50.0
486,-17.0,623.0,704.0,-0.024147727272727272,0.636689657299661,115.20363671732072,65.0,0.6923076923076923,0.9913967611336032,35.0,225.0,270.0,50.0
513,-15.0,415.0,590.0,-0.025423728813559324,0.4416669165903281,59.934421446072186,53.0,0.660377358490566,0.9914383561643836,40.0,170.0,290.0,50.0
426,-14.0,590.0,687.0,-0.020378457059679767,0.6481834225659177,98.94482860834889,61.0,0.6885245901639344,0.99247311827957,35.0,210.0,280.0,50.0
1248,-14.0,593.0,643.0,-0.02177293934681182,0.8552867085526988,182.87430815760342,53.0,0.6415094339622641,0.9932885906040269,50.0,225.0,290.0,50.0
1227,-14.0,593.0,643.0,-0.02177293934681182,0.8552867085526988,182.87430815760342,53.0,0.6415094339622641,0.9932885906040269,50.0,220.0,290.0,50.0
405,-14.0,590.0,687.0,-0.020378457059679767,0.6481834225659177,98.94482860834889,61.0,0.6885245901639344,0.99247311827957,35.0,205.0,280.0,50.0
181,-13.0,585.0,678.0,-0.019174041297935103,1.0683875464676296,163.1587196457767,49.0,0.7346938775510204,0.9905797101449275,30.0,210.0,300.0,55.0
1812,-13.0,510.0,636.0,-0.020440251572327043,0.6223796536978222,133.1544169071229,61.0,0.5737704918032787,0.9950980392156862,65.0,180.0,280.0,50.0
160,-13.0,585.0,678.0,-0.019174041297935103,1.0683875464676296,163.1587196457767,49.0,0.7346938775510204,0.9905797101449275,30.0,205.0,300.0,55.0
363,-13.0,558.0,687.0,-0.018922852983988356,0.5736621484216726,83.96863956574298,61.0,0.6885245901639344,0.9930107526881721,35.0,195.0,280.0,50.0
1197,-13.0,656.0,733.0,-0.017735334242837655,0.5542251912118855,158.73074767610427,71.0,0.6338028169014085,0.9954369954369955,50.0,215.0,260.0,50.0
1023,-12.0,381.0,681.0,-0.01762114537444934,0.07393937820573968,13.170544071808031,48.0,0.6458333333333334,0.993623804463337,50.0,170.0,310.0,50.0
1068,-12.0,595.0,635.0,-0.01889763779527559,0.7997322376617694,115.67750302210654,43.0,0.6744186046511628,0.9927007299270073,50.0,180.0,320.0,50.0
690,-8.0,470.0,506.0,-0.015810276679841896,1.6711285528216258,144.74226641779637,43.0,0.7209302325581395,0.9944289693593314,40.0,210.0,320.0,50.0
711,-8.0,470.0,506.0,-0.015810276679841896,1.6711285528216258,144.74226641779637,43.0,0.7209302325581395,0.9944289693593314,40.0,215.0,320.0,50.0
669,-8.0,470.0,506.0,-0.015810276679841896,1.6711285528216258,144.74226641779637,43.0,0.7209302325581395,0.9944289693593314,40.0,205.0,320.0,50.0
651,-7.0,541.0,742.0,-0.009433962264150943,0.4466864967574901,78.49055389075953,71.0,0.676056338028169,0.997071129707113,40.0,205.0,260.0,50.0
672,-7.0,541.0,742.0,-0.009433962264150943,0.4466864967574901,78.49055389075953,71.0,0.676056338028169,0.997071129707113,40.0,210.0,260.0,50.0
750,-5.0,479.0,585.0,-0.008547008547008548,0.7458631031162936,109.38222121356682,48.0,0.6875,0.9968612680477087,40.0,225.0,310.0,50.0
729,-5.0,479.0,585.0,-0.008547008547008548,0.7458631031162936,109.38222121356682,48.0,0.6875,0.9968612680477087,40.0,220.0,310.0,50.0
1047,-4.0,603.0,635.0,-0.006299212598425197,0.8425297094518167,122.16562996447577,43.0,0.6744186046511628,0.9975669099756691,50.0,175.0,320.0,50.0
352,-4.0,693.0,712.0,-0.0056179775280898875,1.0891053689838728,202.02594611618784,47.0,0.723404255319149,0.9973262032085561,35.0,190.0,310.0,55.0
624,-3.0,347.0,585.0,-0.005128205128205128,0.19162364228969256,24.48878925843758,48.0,0.6875,0.9981167608286251,40.0,195.0,310.0,50.0
693,-2.0,542.0,742.0,-0.0026954177897574125,0.45500584708728603,80.26376853211306,71.0,0.676056338028169,0.9991631799163181,40.0,215.0,260.0,50.0
1125,-1.0,460.0,684.0,-0.0014619883040935672,0.2226704006272748,42.68120828682454,52.0,0.6346153846153846,0.9995007488766849,50.0,195.0,300.0,50.0
1740,1.0,752.0,779.0,0.0012836970474967907,2.120697658509607,336.6007299371494,43.0,0.6744186046511628,1.000513874614594,60.0,220.0,320.0,50.0
1251,2.0,597.0,684.0,0.0029239766081871343,0.599982313586586,127.19824092557512,52.0,0.6346153846153846,1.0009985022466301,50.0,225.0,300.0,50.0
1008,2.0,591.0,671.0,0.0029806259314456036,0.37352055588757155,100.65781417171122,71.0,0.6197183098591549,1.0007178750897343,50.0,170.0,260.0,50.0
318,2.0,508.0,664.0,0.0030120481927710845,0.2688306842728756,45.71128577317296,65.0,0.6923076923076923,1.0010121457489878,35.0,185.0,270.0,50.0
40,2.0,404.0,424.0,0.0047169811320754715,1.532961892552967,149.5727598201094,42.0,0.7380952380952381,1.0017050298380221,30.0,175.0,320.0,55.0
1230,2.0,597.0,684.0,0.0029239766081871343,0.599982313586586,127.19824092557512,52.0,0.6346153846153846,1.0009985022466301,50.0,220.0,300.0,50.0
373,3.0,700.0,712.0,0.004213483146067416,1.1268291615046675,209.02472337883088,47.0,0.723404255319149,1.0020053475935828,35.0,195.0,310.0,55.0
1590,3.0,547.0,580.0,0.005172413793103448,0.9571282562261106,151.69823397820377,48.0,0.625,1.0013979496738117,60.0,185.0,310.0,50.0
1671,5.0,590.0,621.0,0.008051529790660225,0.9347939464722639,164.91465849038252,52.0,0.6153846153846154,1.0021881838074398,60.0,205.0,300.0,50.0
1236,5.0,612.0,635.0,0.007874015748031496,1.7192663518448295,202.4917442070502,43.0,0.6976744186046512,1.0029205607476634,50.0,220.0,320.0,50.0
1668,5.0,607.0,638.0,0.007836990595611285,1.1794043378677344,223.58774761589373,53.0,0.6226415094339622,1.002125850340136,60.0,205.0,290.0,50.0
1593,7.0,758.0,779.0,0.008985879332477536,1.6795026059849214,258.4691050396232,43.0,0.6511627906976745,1.0037273695420659,60.0,185.0,320.0,50.0
376,8.0,364.0,407.0,0.019656019656019656,1.313438757715678,127.65054722128303,42.0,0.7142857142857143,1.0061538461538462,35.0,195.0,320.0,55.0
1614,9.0,760.0,779.0,0.011553273427471117,1.6829192592005502,259.31169149965956,43.0,0.6511627906976745,1.0047923322683707,60.0,190.0,320.0,50.0
391,10.0,719.0,742.0,0.013477088948787063,1.0655433428047192,192.85807446655767,49.0,0.7142857142857143,1.0064766839378239,35.0,200.0,300.0,55.0
179,11.0,514.0,552.0,0.019927536231884056,1.2193184723723378,171.17571754767056,51.0,0.7450980392156863,1.0076815642458101,30.0,210.0,290.0,60.0
1524,12.0,471.0,582.0,0.020618556701030927,0.8309180234522225,122.67134765109375,52.0,0.5961538461538461,1.0054127198917455,60.0,170.0,300.0,50.0
1044,13.0,406.0,681.0,0.01908957415565345,0.17264094843905797,31.437730710623455,48.0,0.6458333333333334,1.0069075451647185,50.0,175.0,310.0,50.0
1065,14.0,407.0,689.0,0.020319303338171262,0.1686325008896239,31.064670764071902,48.0,0.6458333333333334,1.0074388947927737,50.0,180.0,310.0,50.0
1692,14.0,599.0,621.0,0.02254428341384863,0.9832645923289048,173.51820906029855,52.0,0.6153846153846154,1.0061269146608316,60.0,210.0,300.0,50.0
1689,14.0,616.0,638.0,0.0219435736677116,1.2236753231269961,232.19129818580976,53.0,0.6226415094339622,1.005952380952381,60.0,210.0,290.0,50.0
534,14.0,444.0,590.0,0.023728813559322035,0.5956734093583608,83.07146066166764,53.0,0.660377358490566,1.0079908675799087,40.0,175.0,290.0,50.0
702,15.0,556.0,590.0,0.025423728813559324,0.9342612800846815,149.58987814310657,53.0,0.660377358490566,1.0085616438356164,40.0,215.0,290.0,50.0
1611,15.0,559.0,580.0,0.02586206896551724,0.9873963784169548,159.85083530561488,48.0,0.625,1.0069897483690589,60.0,190.0,310.0,50.0
555,15.0,445.0,590.0,0.025423728813559324,0.5872696168973637,82.6984007151161,53.0,0.660377358490566,1.0085616438356164,40.0,180.0,290.0,50.0
52,16.0,416.0,713.0,0.02244039270687237,0.5160577940505842,87.65277501169474,50.0,0.72,1.0116279069767442,30.0,180.0,290.0,55.0
1761,19.0,770.0,779.0,0.024390243902439025,2.2028348492708183,344.1818729186833,43.0,0.6744186046511628,1.0097636176772868,60.0,225.0,320.0,50.0
397,20.0,376.0,407.0,0.04914004914004914,1.3896147486978434,137.80800244547473,42.0,0.7142857142857143,1.0153846153846153,35.0,200.0,320.0,55.0
339,22.0,520.0,664.0,0.03313253012048193,0.32037332020772347,56.05242949575979,65.0,0.6923076923076923,1.0111336032388665,35.0,190.0,270.0,50.0
1452,22.0,508.0,872.0,0.02522935779816514,0.20834250182205885,66.74827820980136,65.0,0.6,1.0082644628099173,55.0,215.0,270.0,50.0
1257,23.0,630.0,635.0,0.03622047244094488,1.753176334826743,210.07288718858408,43.0,0.6976744186046512,1.0134345794392523,50.0,225.0,320.0,50.0
876,23.0,447.0,655.0,0.035114503816793895,0.343098109100144,56.78691485764836,48.0,0.6666666666666666,1.0130090497737556,45.0,195.0,310.0,50.0
269,24.0,538.0,514.0,0.04669260700389105,1.5776632435541398,223.82243908313225,45.0,0.7111111111111111,1.0169371912491179,35.0,170.0,310.0,60.0
394,26.0,723.0,712.0,0.03651685393258427,1.1980701100870885,226.57893834902669,47.0,0.723404255319149,1.017379679144385,35.0,200.0,310.0,55.0
200,26.0,523.0,552.0,0.04710144927536232,1.28968539835919,180.21173735231045,51.0,0.7450980392156863,1.0181564245810055,30.0,215.0,290.0,60.0
202,27.0,619.0,678.0,0.03982300884955752,1.2525760383942974,189.0054096864883,49.0,0.7346938775510204,1.0195652173913043,30.0,215.0,300.0,55.0
73,29.0,429.0,713.0,0.04067321178120617,0.5925813025130169,100.65073248451894,50.0,0.72,1.021075581395349,30.0,185.0,290.0,55.0
412,30.0,739.0,742.0,0.04043126684636118,1.1605969149174111,210.93084586561932,49.0,0.7142857142857143,1.0194300518134716,35.0,205.0,300.0,55.0
61,30.0,396.0,424.0,0.07075471698113207,1.660979766598814,151.83132708687455,42.0,0.7380952380952381,1.0255754475703325,30.0,180.0,320.0,55.0
276,30.0,559.0,664.0,0.045180722891566265,0.4079361354156978,74.4815037816858,65.0,0.6923076923076923,1.0151821862348178,35.0,175.0,270.0,50.0
516,31.0,340.0,574.0,0.05400696864111498,0.10781223664467243,14.603833096350778,52.0,0.6538461538461539,1.0189139719341063,40.0,170.0,300.0,50.0
900,33.0,566.0,561.0,0.058823529411764705,1.8130672380420803,180.891634901741,43.0,0.6976744186046512,1.0208596713021492,45.0,200.0,320.0,50.0
304,33.0,500.0,744.0,0.04435483870967742,0.7293975509087982,111.63558258340319,50.0,0.7,1.0214007782101167,35.0,180.0,290.0,55.0
1770,34.0,565.0,602.0,0.05647840531561462,0.7493459377422385,170.01302863706468,61.0,0.5737704918032787,1.0128205128205128,65.0,170.0,280.0,50.0
439,34.0,390.0,407.0,0.08353808353808354,1.5307281326077378,151.80568202344506,42.0,0.7142857142857143,1.0261538461538462,35.0,210.0,320.0,55.0
